barcode	disease	samples	x	y	type	color	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-HM-A4S6	CESC	TCGA-HM-A4S6-01	343	168	1	#F6B667	CESC (Others)	Others	-0.192896483043636
TCGA-IR-A3LA	CESC	TCGA-IR-A3LA-01	349	90	1	#F6B667	CESC (Others)	Others	-0.0529886429912308
TCGA-IR-A3LB	CESC	TCGA-IR-A3LB-01	389	319	1	#F6B667	CESC (Others)	Others	0.176907419398914
TCGA-IR-A3LF	CESC	TCGA-IR-A3LF-01	393	313	1	#F6B667	CESC (Others)	Others	0.18288224675539
TCGA-IR-A3LI	CESC	TCGA-IR-A3LI-01	396	314	1	#F6B667	CESC (Others)	Others	0.0829560536435962
TCGA-JW-A5VL	CESC	TCGA-JW-A5VL-01	386	165	1	#F6B667	CESC (Others)	Others	-0.283843085600031
TCGA-JW-A69B	CESC	TCGA-JW-A69B-01	370	339	1	#F6B667	CESC (Others)	Others	0.335792969711174
TCGA-JX-A3Q8	CESC	TCGA-JX-A3Q8-01	396	315	1	#F6B667	CESC (Others)	Others	-0.0311285949647555
TCGA-LP-A5U2	CESC	TCGA-LP-A5U2-01	372	167	1	#F6B667	CESC (Others)	Others	-0.278848824396538
TCGA-LP-A7HU	CESC	TCGA-LP-A7HU-01	396	313	1	#F6B667	CESC (Others)	Others	-0.0140872551946248
TCGA-MU-A51Y	CESC	TCGA-MU-A51Y-01	351	176	1	#F6B667	CESC (Others)	Others	-0.189171221011779
TCGA-MY-A5BD	CESC	TCGA-MY-A5BD-01	386	181	1	#F6B667	CESC (Others)	Others	-0.107846551283961
TCGA-MY-A5BE	CESC	TCGA-MY-A5BE-01	347	170	1	#F6B667	CESC (Others)	Others	-0.130669127483828
TCGA-MY-A5BF	CESC	TCGA-MY-A5BF-01	360	171	1	#F6B667	CESC (Others)	Others	-0.321701486387072
TCGA-Q1-A5R1	CESC	TCGA-Q1-A5R1-01	392	314	1	#F6B667	CESC (Others)	Others	0.097262015120979
TCGA-Q1-A6DV	CESC	TCGA-Q1-A6DV-01	356	242	1	#F6B667	CESC (Others)	Others	-0.0211193760369754
TCGA-Q1-A73P	CESC	TCGA-Q1-A73P-01	394	315	1	#F6B667	CESC (Others)	Others	0.183991045075853
TCGA-Q1-A73R	CESC	TCGA-Q1-A73R-01	386	336	1	#F6B667	CESC (Others)	Others	-0.0142658812087673
TCGA-UC-A7PI	CESC	TCGA-UC-A7PI-01	392	299	1	#F6B667	CESC (Others)	Others	0.187176379796202
TCGA-VS-A8QH	CESC	TCGA-VS-A8QH-01	315	342	1	#F6B667	CESC (Others)	Others	0.243968253946405
TCGA-VS-A952	CESC	TCGA-VS-A952-01	393	317	1	#F6B667	CESC (Others)	Others	0.254678149133854
TCGA-VS-A9UO	CESC	TCGA-VS-A9UO-01	386	320	1	#F6B667	CESC (Others)	Others	0.222095750314031
TCGA-VS-A9UP	CESC	TCGA-VS-A9UP-01	321	217	1	#F6B667	CESC (Others)	Others	-0.0571324842901976
TCGA-VS-A9UQ	CESC	TCGA-VS-A9UQ-01	394	313	1	#F6B667	CESC (Others)	Others	0.140964991025216
TCGA-VS-A9UR	CESC	TCGA-VS-A9UR-01	298	193	1	#F6B667	CESC (Others)	Others	-0.0638884711080385
TCGA-VS-A9UT	CESC	TCGA-VS-A9UT-01	170	283	1	#F6B667	CESC (Others)	Others	-0.0493805603886127
TCGA-VS-A9UZ	CESC	TCGA-VS-A9UZ-01	394	312	1	#F6B667	CESC (Others)	Others	0.104360272533738
TCGA-VS-A9V0	CESC	TCGA-VS-A9V0-01	251	148	1	#F6B667	CESC (Others)	Others	0.116272524534854
TCGA-VS-A9V1	CESC	TCGA-VS-A9V1-01	334	205	1	#F6B667	CESC (Others)	Others	0.125224331874446
TCGA-VS-A9V4	CESC	TCGA-VS-A9V4-01	263	306	1	#F6B667	CESC (Others)	Others	0.151076133764663
TCGA-VS-A9V5	CESC	TCGA-VS-A9V5-01	393	314	1	#F6B667	CESC (Others)	Others	0.147293193214968
TCGA-ZJ-A8QQ	CESC	TCGA-ZJ-A8QQ-01	377	156	1	#F6B667	CESC (Others)	Others	-0.249702609823997
TCGA-ZJ-AAXB	CESC	TCGA-ZJ-AAXB-01	342	168	1	#F6B667	CESC (Others)	Others	-0.0857868341858706
TCGA-2W-A8YY	CESC	TCGA-2W-A8YY-01	362	241	1	#98FF98	CESC (Sq)	CESC (Sq)	0.046665214547065
TCGA-4J-AA1J	CESC	TCGA-4J-AA1J-01	332	156	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.225522113618621
TCGA-BI-A0VR	CESC	TCGA-BI-A0VR-01	342	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.223842853748216
TCGA-BI-A0VS	CESC	TCGA-BI-A0VS-01	296	155	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.260234120718978
TCGA-BI-A20A	CESC	TCGA-BI-A20A-01	344	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.190563758470914
TCGA-C5-A0TN	CESC	TCGA-C5-A0TN-01	364	136	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.244625180874465
TCGA-C5-A1BE	CESC	TCGA-C5-A1BE-01	346	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.283325297003191
TCGA-C5-A1BF	CESC	TCGA-C5-A1BF-01	348	175	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.191863279521376
TCGA-C5-A1BI	CESC	TCGA-C5-A1BI-01	343	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.137331547794752
TCGA-C5-A1BJ	CESC	TCGA-C5-A1BJ-01	338	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.181358789459971
TCGA-C5-A1BK	CESC	TCGA-C5-A1BK-01	371	163	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.1707373855671
TCGA-C5-A1BL	CESC	TCGA-C5-A1BL-01	371	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.243225355522432
TCGA-C5-A1BM	CESC	TCGA-C5-A1BM-01	353	175	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.201779091047972
TCGA-C5-A1BN	CESC	TCGA-C5-A1BN-01	346	148	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.268312540930478
TCGA-C5-A1M5	CESC	TCGA-C5-A1M5-01	350	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.264183537087327
TCGA-C5-A1M6	CESC	TCGA-C5-A1M6-01	356	174	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0506321302382933
TCGA-C5-A1M7	CESC	TCGA-C5-A1M7-01	348	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.14000962248529
TCGA-C5-A1M8	CESC	TCGA-C5-A1M8-01	372	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.369918981035422
TCGA-C5-A1MF	CESC	TCGA-C5-A1MF-01	367	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.166875857322297
TCGA-C5-A1MH	CESC	TCGA-C5-A1MH-01	349	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.142745048376584
TCGA-C5-A1MI	CESC	TCGA-C5-A1MI-01	291	159	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.036201599088676
TCGA-C5-A1MK	CESC	TCGA-C5-A1MK-01	338	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.168904825368321
TCGA-C5-A1ML	CESC	TCGA-C5-A1ML-01	294	160	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.284863610316076
TCGA-C5-A1MN	CESC	TCGA-C5-A1MN-01	357	149	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.294950772767973
TCGA-C5-A1MP	CESC	TCGA-C5-A1MP-01	346	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.224744546304646
TCGA-C5-A2LT	CESC	TCGA-C5-A2LT-01	357	158	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.206875188428638
TCGA-C5-A2LV	CESC	TCGA-C5-A2LV-01	378	153	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.246265645974533
TCGA-C5-A2LX	CESC	TCGA-C5-A2LX-01	372	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.235635244575458
TCGA-C5-A2LY	CESC	TCGA-C5-A2LY-01	335	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.229100137450723
TCGA-C5-A7CG	CESC	TCGA-C5-A7CG-01	354	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.180023554324158
TCGA-C5-A7CH	CESC	TCGA-C5-A7CH-01	348	159	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.307403977071406
TCGA-C5-A7CJ	CESC	TCGA-C5-A7CJ-01	343	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.179221118638794
TCGA-C5-A7CK	CESC	TCGA-C5-A7CK-01	356	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.289774124362267
TCGA-C5-A7CL	CESC	TCGA-C5-A7CL-01	348	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.256011171673351
TCGA-C5-A7CO	CESC	TCGA-C5-A7CO-01	355	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.260715907927602
TCGA-C5-A7UC	CESC	TCGA-C5-A7UC-01	377	162	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.247721207751065
TCGA-C5-A7UE	CESC	TCGA-C5-A7UE-01	355	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.323956214442408
TCGA-C5-A7UH	CESC	TCGA-C5-A7UH-01	337	164	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.168327117904332
TCGA-C5-A7UI	CESC	TCGA-C5-A7UI-01	343	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.190714787396074
TCGA-C5-A7X3	CESC	TCGA-C5-A7X3-01	332	174	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.117338781441756
TCGA-C5-A7X5	CESC	TCGA-C5-A7X5-01	355	143	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.332585577010854
TCGA-C5-A7XC	CESC	TCGA-C5-A7XC-01	324	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.185398322550636
TCGA-C5-A8XH	CESC	TCGA-C5-A8XH-01	347	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.22713778080256
TCGA-C5-A8XI	CESC	TCGA-C5-A8XI-01	356	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.266293579032295
TCGA-C5-A8XJ	CESC	TCGA-C5-A8XJ-01	353	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.231569276889083
TCGA-C5-A8XK	CESC	TCGA-C5-A8XK-01	361	157	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.156299083081567
TCGA-C5-A8YQ	CESC	TCGA-C5-A8YQ-01	311	134	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.26433540443494
TCGA-C5-A8YR	CESC	TCGA-C5-A8YR-01	348	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.144842132844286
TCGA-C5-A8YT	CESC	TCGA-C5-A8YT-01	365	238	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0746654177534629
TCGA-C5-A8ZZ	CESC	TCGA-C5-A8ZZ-01	321	156	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.304125775701391
TCGA-C5-A907	CESC	TCGA-C5-A907-01	325	177	1	#98FF98	CESC (Sq)	CESC (Sq)	0.0115169946396405
TCGA-DG-A2KJ	CESC	TCGA-DG-A2KJ-01	341	183	1	#98FF98	CESC (Sq)	CESC (Sq)	0.142454549474033
TCGA-DG-A2KK	CESC	TCGA-DG-A2KK-01	395	314	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0783214410286083
TCGA-DG-A2KL	CESC	TCGA-DG-A2KL-01	351	164	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.278993581051328
TCGA-DG-A2KM	CESC	TCGA-DG-A2KM-01	300	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0953005413032418
TCGA-DR-A0ZL	CESC	TCGA-DR-A0ZL-01	414	145	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.212093089336469
TCGA-DR-A0ZM	CESC	TCGA-DR-A0ZM-01	339	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.189818246348984
TCGA-DS-A0VK	CESC	TCGA-DS-A0VK-01	343	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.256329845292666
TCGA-DS-A0VL	CESC	TCGA-DS-A0VL-01	348	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.288364942425602
TCGA-DS-A0VM	CESC	TCGA-DS-A0VM-01	343	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.212438548714392
TCGA-DS-A0VN	CESC	TCGA-DS-A0VN-01	362	155	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.286590321931706
TCGA-DS-A3LQ	CESC	TCGA-DS-A3LQ-01	342	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.353653942359808
TCGA-DS-A5RQ	CESC	TCGA-DS-A5RQ-01	350	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.307962404139767
TCGA-DS-A7WF	CESC	TCGA-DS-A7WF-01	394	314	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0454413351516459
TCGA-DS-A7WI	CESC	TCGA-DS-A7WI-01	419	143	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.227283044501501
TCGA-EA-A1QS	CESC	TCGA-EA-A1QS-01	295	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.215446029832028
TCGA-EA-A1QT	CESC	TCGA-EA-A1QT-01	381	106	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.275622471924814
TCGA-EA-A3HQ	CESC	TCGA-EA-A3HQ-01	370	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.236652821979092
TCGA-EA-A3HR	CESC	TCGA-EA-A3HR-01	297	138	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.292975186757801
TCGA-EA-A3HS	CESC	TCGA-EA-A3HS-01	343	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.325196908713259
TCGA-EA-A3HT	CESC	TCGA-EA-A3HT-01	338	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.260034027539148
TCGA-EA-A3QD	CESC	TCGA-EA-A3QD-01	404	139	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.161625728822745
TCGA-EA-A3QE	CESC	TCGA-EA-A3QE-01	346	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.180798700785973
TCGA-EA-A3Y4	CESC	TCGA-EA-A3Y4-01	329	174	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.118204340786855
TCGA-EA-A410	CESC	TCGA-EA-A410-01	362	239	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.00603863468203059
TCGA-EA-A411	CESC	TCGA-EA-A411-01	305	150	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.118250930376401
TCGA-EA-A439	CESC	TCGA-EA-A439-01	291	160	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0389295686110924
TCGA-EA-A43B	CESC	TCGA-EA-A43B-01	328	175	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.13515460420211
TCGA-EA-A5FO	CESC	TCGA-EA-A5FO-01	393	318	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.248815840256959
TCGA-EA-A5O9	CESC	TCGA-EA-A5O9-01	395	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.378128837020868
TCGA-EA-A5ZD	CESC	TCGA-EA-A5ZD-01	345	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.193483669687733
TCGA-EA-A5ZE	CESC	TCGA-EA-A5ZE-01	351	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.197511835697693
TCGA-EA-A5ZF	CESC	TCGA-EA-A5ZF-01	289	157	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0646733655673152
TCGA-EA-A6QX	CESC	TCGA-EA-A6QX-01	351	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.183172822977854
TCGA-EA-A78R	CESC	TCGA-EA-A78R-01	349	174	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.190140068094385
TCGA-EA-A97N	CESC	TCGA-EA-A97N-01	317	157	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.277313363632183
TCGA-EK-A2GZ	CESC	TCGA-EK-A2GZ-01	309	138	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.233726662128568
TCGA-EK-A2H0	CESC	TCGA-EK-A2H0-01	377	155	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.264222041971511
TCGA-EK-A2H1	CESC	TCGA-EK-A2H1-01	311	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.148127906484089
TCGA-EK-A2IP	CESC	TCGA-EK-A2IP-01	372	112	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.307425135280579
TCGA-EK-A2PG	CESC	TCGA-EK-A2PG-01	382	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.239029165225146
TCGA-EK-A2PI	CESC	TCGA-EK-A2PI-01	358	99	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.385054170571364
TCGA-EK-A2PK	CESC	TCGA-EK-A2PK-01	328	183	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0288437692205964
TCGA-EK-A2PL	CESC	TCGA-EK-A2PL-01	317	136	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.219648529638091
TCGA-EK-A2PM	CESC	TCGA-EK-A2PM-01	330	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.337930567881164
TCGA-EK-A2R7	CESC	TCGA-EK-A2R7-01	301	160	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0713107263192686
TCGA-EK-A2R8	CESC	TCGA-EK-A2R8-01	347	160	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0290438447972258
TCGA-EK-A2R9	CESC	TCGA-EK-A2R9-01	347	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.225667906714883
TCGA-EK-A2RA	CESC	TCGA-EK-A2RA-01	359	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.229730562337585
TCGA-EK-A2RB	CESC	TCGA-EK-A2RB-01	375	164	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.31761519311367
TCGA-EK-A2RC	CESC	TCGA-EK-A2RC-01	346	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.236416837041559
TCGA-EK-A2RE	CESC	TCGA-EK-A2RE-01	312	138	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.382109502878811
TCGA-EK-A2RJ	CESC	TCGA-EK-A2RJ-01	329	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.063623355705279
TCGA-EK-A2RK	CESC	TCGA-EK-A2RK-01	353	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.289673465997239
TCGA-EK-A2RM	CESC	TCGA-EK-A2RM-01	214	74	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0468445856728993
TCGA-EK-A2RN	CESC	TCGA-EK-A2RN-01	356	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.229848927870493
TCGA-EK-A2RO	CESC	TCGA-EK-A2RO-01	352	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.337821148721169
TCGA-EK-A3GJ	CESC	TCGA-EK-A3GJ-01	377	164	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.325277401900905
TCGA-EK-A3GN	CESC	TCGA-EK-A3GN-01	380	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.108767048136038
TCGA-EX-A1H5	CESC	TCGA-EX-A1H5-01	355	175	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.273751226972575
TCGA-EX-A3L1	CESC	TCGA-EX-A3L1-01	326	167	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.110532428522918
TCGA-EX-A69L	CESC	TCGA-EX-A69L-01	348	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.204374681874982
TCGA-EX-A69M	CESC	TCGA-EX-A69M-01	354	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.235379436949771
TCGA-EX-A8YF	CESC	TCGA-EX-A8YF-01	330	195	1	#98FF98	CESC (Sq)	CESC (Sq)	0.062104652833033
TCGA-FU-A23K	CESC	TCGA-FU-A23K-01	365	156	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.032444174953985
TCGA-FU-A23L	CESC	TCGA-FU-A23L-01	295	155	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.254702250399837
TCGA-FU-A2QG	CESC	TCGA-FU-A2QG-01	350	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.234038414203403
TCGA-FU-A3HY	CESC	TCGA-FU-A3HY-01	353	164	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.236603587252677
TCGA-FU-A3NI	CESC	TCGA-FU-A3NI-01	317	133	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.264952731872303
TCGA-FU-A3TQ	CESC	TCGA-FU-A3TQ-01	348	176	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.255775484805229
TCGA-FU-A3TX	CESC	TCGA-FU-A3TX-01	348	165	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.237860508471534
TCGA-FU-A3WB	CESC	TCGA-FU-A3WB-01	382	152	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.323730351395973
TCGA-FU-A3YQ	CESC	TCGA-FU-A3YQ-01	345	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.166865781184513
TCGA-FU-A5XV	CESC	TCGA-FU-A5XV-01	351	165	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.217509110530805
TCGA-GH-A9DA	CESC	TCGA-GH-A9DA-01	359	156	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.245133282668083
TCGA-HG-A2PA	CESC	TCGA-HG-A2PA-01	334	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.241825519179214
TCGA-HM-A3JJ	CESC	TCGA-HM-A3JJ-01	329	163	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.172197119035945
TCGA-HM-A3JK	CESC	TCGA-HM-A3JK-01	341	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.263763203415507
TCGA-HM-A6W2	CESC	TCGA-HM-A6W2-01	362	240	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.018925221284258
TCGA-IR-A3L7	CESC	TCGA-IR-A3L7-01	362	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.152068004629024
TCGA-IR-A3LC	CESC	TCGA-IR-A3LC-01	379	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.213283565803558
TCGA-IR-A3LH	CESC	TCGA-IR-A3LH-01	312	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.126439397497316
TCGA-IR-A3LK	CESC	TCGA-IR-A3LK-01	370	159	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.176471106038284
TCGA-IR-A3LL	CESC	TCGA-IR-A3LL-01	352	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.248989794746546
TCGA-JW-A5VG	CESC	TCGA-JW-A5VG-01	350	165	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.225881873551051
TCGA-JW-A5VH	CESC	TCGA-JW-A5VH-01	352	228	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.00462299579587544
TCGA-JW-A5VI	CESC	TCGA-JW-A5VI-01	345	160	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.247085580316499
TCGA-JW-A5VJ	CESC	TCGA-JW-A5VJ-01	336	161	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.229089651266037
TCGA-JW-A5VK	CESC	TCGA-JW-A5VK-01	395	182	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.4138986038854
TCGA-JW-A852	CESC	TCGA-JW-A852-01	377	163	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.366087177339451
TCGA-JW-AAVH	CESC	TCGA-JW-AAVH-01	359	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.228918884275764
TCGA-JX-A3PZ	CESC	TCGA-JX-A3PZ-01	321	172	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.235382627861072
TCGA-JX-A3Q0	CESC	TCGA-JX-A3Q0-01	351	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.220208528756934
TCGA-JX-A5QV	CESC	TCGA-JX-A5QV-01	354	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.267972878946687
TCGA-LP-A4AU	CESC	TCGA-LP-A4AU-01	341	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.0410428569047703
TCGA-LP-A4AV	CESC	TCGA-LP-A4AV-01	336	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.326347891270686
TCGA-LP-A4AW	CESC	TCGA-LP-A4AW-01	299	149	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.180465736611891
TCGA-LP-A4AX	CESC	TCGA-LP-A4AX-01	342	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.127423706731933
TCGA-LP-A5U3	CESC	TCGA-LP-A5U3-01	374	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.328666167027797
TCGA-MA-AA3W	CESC	TCGA-MA-AA3W-01	350	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.165596643206303
TCGA-MA-AA3X	CESC	TCGA-MA-AA3X-01	335	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.10102686930153
TCGA-MA-AA3Y	CESC	TCGA-MA-AA3Y-01	358	154	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.207472871016679
TCGA-MA-AA3Z	CESC	TCGA-MA-AA3Z-01	357	168	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.266871030647894
TCGA-MA-AA41	CESC	TCGA-MA-AA41-01	425	147	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.306395301083659
TCGA-MA-AA42	CESC	TCGA-MA-AA42-01	361	173	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.2282655231342
TCGA-MA-AA43	CESC	TCGA-MA-AA43-01	340	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.193830385976569
TCGA-MU-A5YI	CESC	TCGA-MU-A5YI-01	309	149	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.249202270184343
TCGA-MU-A8JM	CESC	TCGA-MU-A8JM-01	351	166	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.310913324773012
TCGA-MY-A913	CESC	TCGA-MY-A913-01	351	152	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.171666622212773
TCGA-PN-A8MA	CESC	TCGA-PN-A8MA-01	338	170	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.022085792644196
TCGA-Q1-A5R2	CESC	TCGA-Q1-A5R2-01	353	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.256538778863909
TCGA-Q1-A5R3	CESC	TCGA-Q1-A5R3-01	354	174	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.214076360489398
TCGA-Q1-A6DT	CESC	TCGA-Q1-A6DT-01	334	129	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.271662366856877
TCGA-Q1-A6DW	CESC	TCGA-Q1-A6DW-01	355	171	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.287915239442807
TCGA-Q1-A73O	CESC	TCGA-Q1-A73O-01	344	169	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.225171742329503
TCGA-Q1-A73Q	CESC	TCGA-Q1-A73Q-01	310	146	1	#98FF98	CESC (Sq)	CESC (Sq)	-0.38442942177824
