barcode	disease	samples	x	y	type	color	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-ZQ-A9CR	STAD	TCGA-ZQ-A9CR-01	423	141	1	#00AEEF	STAD	STAD	0.159432861422098
TCGA-2G-AAEW	TGCT	TCGA-2G-AAEW-01	167	281	1	#BE1E2D	TGCT	Others	-0.0319858390709942
TCGA-2G-AAEX	TGCT	TCGA-2G-AAEX-01	162	286	1	#BE1E2D	TGCT	Others	-0.0358467326193002
TCGA-2G-AAF1	TGCT	TCGA-2G-AAF1-01	169	285	1	#BE1E2D	TGCT	Others	-0.0434927536298431
TCGA-2G-AAF4	TGCT	TCGA-2G-AAF4-01	162	283	1	#BE1E2D	TGCT	Others	-0.0301769874797644
TCGA-2G-AAF6	TGCT	TCGA-2G-AAF6-01	164	284	1	#BE1E2D	TGCT	Others	-0.0248944764259874
TCGA-2G-AAF8	TGCT	TCGA-2G-AAF8-01	165	282	1	#BE1E2D	TGCT	Others	-0.0338656338012832
TCGA-2G-AAFG	TGCT	TCGA-2G-AAFG-01	165	288	1	#BE1E2D	TGCT	Others	-0.0330039469193382
TCGA-2G-AAFH	TGCT	TCGA-2G-AAFH-01	162	284	1	#BE1E2D	TGCT	Others	-0.033024609533194
TCGA-2G-AAFI	TGCT	TCGA-2G-AAFI-01	177	287	1	#BE1E2D	TGCT	Others	-0.0233538846071024
TCGA-2G-AAFJ	TGCT	TCGA-2G-AAFJ-01	176	292	1	#BE1E2D	TGCT	Others	-0.0844074262138134
TCGA-2G-AAFL	TGCT	TCGA-2G-AAFL-01	171	288	1	#BE1E2D	TGCT	Others	-0.0423204145856623
TCGA-2G-AAFM	TGCT	TCGA-2G-AAFM-01	172	287	1	#BE1E2D	TGCT	Others	-0.0431977821979151
TCGA-2G-AAFN	TGCT	TCGA-2G-AAFN-01	178	286	1	#BE1E2D	TGCT	Others	-0.0342072605821538
TCGA-2G-AAFO	TGCT	TCGA-2G-AAFO-01	173	287	1	#BE1E2D	TGCT	Others	-0.0486610214773422
TCGA-2G-AAFV	TGCT	TCGA-2G-AAFV-01	174	290	1	#BE1E2D	TGCT	Others	0.071955574812881
TCGA-2G-AAFY	TGCT	TCGA-2G-AAFY-01	171	284	1	#BE1E2D	TGCT	Others	-0.0449488702875321
TCGA-2G-AAFZ	TGCT	TCGA-2G-AAFZ-01	177	288	1	#BE1E2D	TGCT	Others	-0.013769951667519
TCGA-2G-AAG0	TGCT	TCGA-2G-AAG0-01	174	288	1	#BE1E2D	TGCT	Others	-0.0383899919217789
TCGA-2G-AAG3	TGCT	TCGA-2G-AAG3-01	172	284	1	#BE1E2D	TGCT	Others	-0.0884191685905648
TCGA-2G-AAG5	TGCT	TCGA-2G-AAG5-01	212	259	1	#BE1E2D	TGCT	Others	-0.0171296889200679
TCGA-2G-AAG6	TGCT	TCGA-2G-AAG6-01	180	286	1	#BE1E2D	TGCT	Others	-0.0883998638655145
TCGA-2G-AAG7	TGCT	TCGA-2G-AAG7-01	180	290	1	#BE1E2D	TGCT	Others	-0.0582106238307512
TCGA-2G-AAG8	TGCT	TCGA-2G-AAG8-01	173	289	1	#BE1E2D	TGCT	Others	-0.037780369804578
TCGA-2G-AAG9	TGCT	TCGA-2G-AAG9-01	168	287	1	#BE1E2D	TGCT	Others	-0.0259635431822215
TCGA-2G-AAGA	TGCT	TCGA-2G-AAGA-01	176	285	1	#BE1E2D	TGCT	Others	-0.0474375799441029
TCGA-2G-AAGC	TGCT	TCGA-2G-AAGC-01	174	291	1	#BE1E2D	TGCT	Others	-0.0412175803247116
TCGA-2G-AAGE	TGCT	TCGA-2G-AAGE-01	177	284	1	#BE1E2D	TGCT	Others	-0.0433561620927659
TCGA-2G-AAGF	TGCT	TCGA-2G-AAGF-01	179	285	1	#BE1E2D	TGCT	Others	-0.0506423847858445
TCGA-2G-AAGG	TGCT	TCGA-2G-AAGG-01	174	289	1	#BE1E2D	TGCT	Others	0.0759329172167755
TCGA-2G-AAGI	TGCT	TCGA-2G-AAGI-01	179	284	1	#BE1E2D	TGCT	Others	-0.0249909933469504
TCGA-2G-AAGJ	TGCT	TCGA-2G-AAGJ-01	171	286	1	#BE1E2D	TGCT	Others	-0.0389972982098858
TCGA-2G-AAGK	TGCT	TCGA-2G-AAGK-01	175	290	1	#BE1E2D	TGCT	Others	0.0150552755797835
TCGA-2G-AAGM	TGCT	TCGA-2G-AAGM-01	179	286	1	#BE1E2D	TGCT	Others	-0.00116994186032537
TCGA-2G-AAGN	TGCT	TCGA-2G-AAGN-01	173	290	1	#BE1E2D	TGCT	Others	-0.0352517084627357
TCGA-2G-AAGO	TGCT	TCGA-2G-AAGO-01	179	291	1	#BE1E2D	TGCT	Others	-0.0242815379317087
TCGA-2G-AAGP	TGCT	TCGA-2G-AAGP-01	173	285	1	#BE1E2D	TGCT	Others	-0.0316580549338825
TCGA-2G-AAGS	TGCT	TCGA-2G-AAGS-01	173	288	1	#BE1E2D	TGCT	Others	-0.0414474843614659
TCGA-2G-AAGT	TGCT	TCGA-2G-AAGT-01	249	208	1	#BE1E2D	TGCT	Others	0.110719012958082
TCGA-2G-AAGV	TGCT	TCGA-2G-AAGV-01	178	287	1	#BE1E2D	TGCT	Others	-0.162036787043429
TCGA-2G-AAGW	TGCT	TCGA-2G-AAGW-01	175	291	1	#BE1E2D	TGCT	Others	-0.0486590526150865
TCGA-2G-AAGX	TGCT	TCGA-2G-AAGX-01	179	287	1	#BE1E2D	TGCT	Others	-0.0924519561422602
TCGA-2G-AAGY	TGCT	TCGA-2G-AAGY-01	181	288	1	#BE1E2D	TGCT	Others	-0.0377260458738593
TCGA-2G-AAGZ	TGCT	TCGA-2G-AAGZ-01	171	287	1	#BE1E2D	TGCT	Others	-0.0531413943620178
TCGA-2G-AAH0	TGCT	TCGA-2G-AAH0-01	162	288	1	#BE1E2D	TGCT	Others	-0.037162517162062
TCGA-2G-AAH2	TGCT	TCGA-2G-AAH2-01	179	289	1	#BE1E2D	TGCT	Others	-0.0532094748539589
TCGA-2G-AAH3	TGCT	TCGA-2G-AAH3-01	161	287	1	#BE1E2D	TGCT	Others	-0.0283552790736009
TCGA-2G-AAH4	TGCT	TCGA-2G-AAH4-01	179	288	1	#BE1E2D	TGCT	Others	-0.00290052023027232
TCGA-2G-AAH8	TGCT	TCGA-2G-AAH8-01	161	283	1	#BE1E2D	TGCT	Others	-0.0103819538482984
TCGA-2G-AAHA	TGCT	TCGA-2G-AAHA-01	167	282	1	#BE1E2D	TGCT	Others	-0.0313715930204376
TCGA-2G-AAHC	TGCT	TCGA-2G-AAHC-01	169	283	1	#BE1E2D	TGCT	Others	-0.0351531702795247
TCGA-2G-AAHG	TGCT	TCGA-2G-AAHG-01	164	286	1	#BE1E2D	TGCT	Others	-0.0189285837883496
TCGA-2G-AAHL	TGCT	TCGA-2G-AAHL-01	165	284	1	#BE1E2D	TGCT	Others	-0.0235725857911338
TCGA-2G-AAHN	TGCT	TCGA-2G-AAHN-01	167	285	1	#BE1E2D	TGCT	Others	-0.034445773464405
TCGA-2G-AAHP	TGCT	TCGA-2G-AAHP-01	162	282	1	#BE1E2D	TGCT	Others	-0.0258325266950485
TCGA-2G-AAHT	TGCT	TCGA-2G-AAHT-01	166	284	1	#BE1E2D	TGCT	Others	-0.0279029330562904
TCGA-2G-AAKD	TGCT	TCGA-2G-AAKD-01	176	283	1	#BE1E2D	TGCT	Others	-0.0504892400824831
TCGA-2G-AAKG	TGCT	TCGA-2G-AAKG-01	176	291	1	#BE1E2D	TGCT	Others	-0.0319222456443143
TCGA-2G-AAKH	TGCT	TCGA-2G-AAKH-01	170	288	1	#BE1E2D	TGCT	Others	-0.0439834208527916
TCGA-2G-AAKL	TGCT	TCGA-2G-AAKL-01	177	291	1	#BE1E2D	TGCT	Others	-0.0450009519128812
TCGA-2G-AAKM	TGCT	TCGA-2G-AAKM-01	173	291	1	#BE1E2D	TGCT	Others	-0.0459125989268256
TCGA-2G-AAKO	TGCT	TCGA-2G-AAKO-01	169	284	1	#BE1E2D	TGCT	Others	-0.03960614380299
TCGA-2G-AAL5	TGCT	TCGA-2G-AAL5-01	244	214	1	#BE1E2D	TGCT	Others	-0.0406973111209749
TCGA-2G-AAL7	TGCT	TCGA-2G-AAL7-01	175	285	1	#BE1E2D	TGCT	Others	-0.0321837072019191
TCGA-2G-AALF	TGCT	TCGA-2G-AALF-01	171	285	1	#BE1E2D	TGCT	Others	0.117702682748027
TCGA-2G-AALG	TGCT	TCGA-2G-AALG-01	176	284	1	#BE1E2D	TGCT	Others	0.0400097317984535
TCGA-2G-AALN	TGCT	TCGA-2G-AALN-01	177	285	1	#BE1E2D	TGCT	Others	-0.0197564472964435
TCGA-2G-AALO	TGCT	TCGA-2G-AALO-01	175	288	1	#BE1E2D	TGCT	Others	0.0676137636823482
TCGA-2G-AALP	TGCT	TCGA-2G-AALP-01	178	290	1	#BE1E2D	TGCT	Others	-0.0360102505997824
TCGA-2G-AALQ	TGCT	TCGA-2G-AALQ-01	181	289	1	#BE1E2D	TGCT	Others	-0.0713036978423359
TCGA-2G-AALR	TGCT	TCGA-2G-AALR-01	180	289	1	#BE1E2D	TGCT	Others	-0.0129543851726867
TCGA-2G-AALS	TGCT	TCGA-2G-AALS-01	170	286	1	#BE1E2D	TGCT	Others	-0.0532675011594446
TCGA-2G-AALT	TGCT	TCGA-2G-AALT-01	172	289	1	#BE1E2D	TGCT	Others	0.0154717552013923
TCGA-2G-AALW	TGCT	TCGA-2G-AALW-01	172	286	1	#BE1E2D	TGCT	Others	-0.0290625933235306
TCGA-2G-AALX	TGCT	TCGA-2G-AALX-01	176	290	1	#BE1E2D	TGCT	Others	-0.099426308117353
TCGA-2G-AALY	TGCT	TCGA-2G-AALY-01	174	287	1	#BE1E2D	TGCT	Others	-0.0709924478262691
TCGA-2G-AALZ	TGCT	TCGA-2G-AALZ-01	172	290	1	#BE1E2D	TGCT	Others	-0.0769534463351194
TCGA-2G-AAM2	TGCT	TCGA-2G-AAM2-01	180	288	1	#BE1E2D	TGCT	Others	-0.0463242909785425
TCGA-2G-AAM3	TGCT	TCGA-2G-AAM3-01	178	291	1	#BE1E2D	TGCT	Others	-0.0802668618014004
TCGA-2G-AAM4	TGCT	TCGA-2G-AAM4-01	178	288	1	#BE1E2D	TGCT	Others	-0.0520824852188793
TCGA-2X-A9D5	TGCT	TCGA-2X-A9D5-01	167	288	1	#BE1E2D	TGCT	Others	-0.0263195703171824
TCGA-2X-A9D6	TGCT	TCGA-2X-A9D6-01	170	285	1	#BE1E2D	TGCT	Others	-0.0382736728239189
TCGA-4K-AA1G	TGCT	TCGA-4K-AA1G-01	164	288	1	#BE1E2D	TGCT	Others	-0.0172131999857812
TCGA-4K-AA1H	TGCT	TCGA-4K-AA1H-01	167	286	1	#BE1E2D	TGCT	Others	-0.0415386381061938
TCGA-4K-AA1I	TGCT	TCGA-4K-AA1I-01	166	282	1	#BE1E2D	TGCT	Others	-0.0364335654934457
TCGA-4K-AAAL	TGCT	TCGA-4K-AAAL-01	166	286	1	#BE1E2D	TGCT	Others	-0.032864316073119
TCGA-S6-A8JW	TGCT	TCGA-S6-A8JW-01	163	285	1	#BE1E2D	TGCT	Others	-0.020917944406218
TCGA-S6-A8JX	TGCT	TCGA-S6-A8JX-01	161	284	1	#BE1E2D	TGCT	Others	-0.00838019146603089
TCGA-S6-A8JY	TGCT	TCGA-S6-A8JY-01	163	284	1	#BE1E2D	TGCT	Others	-0.0157514542679755
TCGA-SB-A6J6	TGCT	TCGA-SB-A6J6-01	163	287	1	#BE1E2D	TGCT	Others	-0.0312943444914048
TCGA-SB-A76C	TGCT	TCGA-SB-A76C-01	161	285	1	#BE1E2D	TGCT	Others	-0.0187567684955004
TCGA-SN-A6IS	TGCT	TCGA-SN-A6IS-01	164	285	1	#BE1E2D	TGCT	Others	-0.0294894021086353
TCGA-SN-A84W	TGCT	TCGA-SN-A84W-01	177	289	1	#BE1E2D	TGCT	Others	-0.0406674264776093
TCGA-SN-A84X	TGCT	TCGA-SN-A84X-01	173	284	1	#BE1E2D	TGCT	Others	-0.104273275323376
TCGA-SN-A84Y	TGCT	TCGA-SN-A84Y-01	180	287	1	#BE1E2D	TGCT	Others	-0.0354015935692086
TCGA-SO-A8JP	TGCT	TCGA-SO-A8JP-01	162	285	1	#BE1E2D	TGCT	Others	-0.0122025989572699
TCGA-VF-A8A8	TGCT	TCGA-VF-A8A8-01	177	286	1	#BE1E2D	TGCT	Others	-0.0373950154892833
TCGA-VF-A8A9	TGCT	TCGA-VF-A8A9-01	165	281	1	#BE1E2D	TGCT	Others	-0.0371612704768569
TCGA-VF-A8AA	TGCT	TCGA-VF-A8AA-01	168	285	1	#BE1E2D	TGCT	Others	-0.0375055414856583
TCGA-VF-A8AB	TGCT	TCGA-VF-A8AB-01	167	283	1	#BE1E2D	TGCT	Others	-0.0370151400277993
TCGA-VF-A8AC	TGCT	TCGA-VF-A8AC-01	168	283	1	#BE1E2D	TGCT	Others	-0.0349384757461834
TCGA-VF-A8AD	TGCT	TCGA-VF-A8AD-01	170	287	1	#BE1E2D	TGCT	Others	-0.0330729758991661
TCGA-VF-A8AE	TGCT	TCGA-VF-A8AE-01	165	285	1	#BE1E2D	TGCT	Others	-0.0356963265871468
TCGA-W4-A7U2	TGCT	TCGA-W4-A7U2-01	160	285	1	#BE1E2D	TGCT	Others	-0.0187961257076308
TCGA-W4-A7U3	TGCT	TCGA-W4-A7U3-01	173	286	1	#BE1E2D	TGCT	Others	0.00862098496657704
TCGA-W4-A7U4	TGCT	TCGA-W4-A7U4-01	176	289	1	#BE1E2D	TGCT	Others	-0.0344188784542098
TCGA-WZ-A7V3	TGCT	TCGA-WZ-A7V3-01	160	284	1	#BE1E2D	TGCT	Others	-0.0212694785777401
TCGA-WZ-A7V4	TGCT	TCGA-WZ-A7V4-01	168	284	1	#BE1E2D	TGCT	Others	-0.0393398038816304
TCGA-WZ-A7V5	TGCT	TCGA-WZ-A7V5-01	168	288	1	#BE1E2D	TGCT	Others	-0.0334049079347785
TCGA-WZ-A8D5	TGCT	TCGA-WZ-A8D5-01	168	282	1	#BE1E2D	TGCT	Others	-0.0405498959369629
TCGA-X3-A8G4	TGCT	TCGA-X3-A8G4-01	179	290	1	#BE1E2D	TGCT	Others	-0.0287261918805332
TCGA-XE-A8H1	TGCT	TCGA-XE-A8H1-01	174	284	1	#BE1E2D	TGCT	Others	-0.0503709353257477
TCGA-XE-A8H4	TGCT	TCGA-XE-A8H4-01	165	283	1	#BE1E2D	TGCT	Others	-0.0331795567133385
TCGA-XE-A8H5	TGCT	TCGA-XE-A8H5-01	163	288	1	#BE1E2D	TGCT	Others	-0.0185176314851172
TCGA-XE-A9SE	TGCT	TCGA-XE-A9SE-01	164	282	1	#BE1E2D	TGCT	Others	-0.0430599541625335
TCGA-XE-AANI	TGCT	TCGA-XE-AANI-01	176	287	1	#BE1E2D	TGCT	Others	-0.0935582800114318
TCGA-XE-AANJ	TGCT	TCGA-XE-AANJ-01	163	282	1	#BE1E2D	TGCT	Others	-0.0256832233102615
TCGA-XE-AANR	TGCT	TCGA-XE-AANR-01	163	281	1	#BE1E2D	TGCT	Others	-0.0319895100668072
TCGA-XE-AANV	TGCT	TCGA-XE-AANV-01	164	287	1	#BE1E2D	TGCT	Others	-0.0327506851507192
TCGA-XE-AAO3	TGCT	TCGA-XE-AAO3-01	163	283	1	#BE1E2D	TGCT	Others	-0.0202361443982586
TCGA-XE-AAO4	TGCT	TCGA-XE-AAO4-01	165	287	1	#BE1E2D	TGCT	Others	-0.0290093161292818
TCGA-XE-AAO6	TGCT	TCGA-XE-AAO6-01	163	286	1	#BE1E2D	TGCT	Others	-0.0276717652844091
TCGA-XE-AAOB	TGCT	TCGA-XE-AAOB-01	172	285	1	#BE1E2D	TGCT	Others	-0.0543476190931335
TCGA-XE-AAOC	TGCT	TCGA-XE-AAOC-01	178	284	1	#BE1E2D	TGCT	Others	-0.0771613856203279
TCGA-XE-AAOD	TGCT	TCGA-XE-AAOD-01	168	286	1	#BE1E2D	TGCT	Others	-0.0376686435185473
TCGA-XE-AAOF	TGCT	TCGA-XE-AAOF-01	166	287	1	#BE1E2D	TGCT	Others	-0.0364426804933484
TCGA-XE-AAOJ	TGCT	TCGA-XE-AAOJ-01	174	285	1	#BE1E2D	TGCT	Others	-0.0224485539805661
TCGA-XE-AAOL	TGCT	TCGA-XE-AAOL-01	162	287	1	#BE1E2D	TGCT	Others	-0.011208339603817
TCGA-XY-A89B	TGCT	TCGA-XY-A89B-01	166	285	1	#BE1E2D	TGCT	Others	-0.0362137497163112
TCGA-XY-A8S2	TGCT	TCGA-XY-A8S2-01	177	290	1	#BE1E2D	TGCT	Others	-0.0469279187984849
TCGA-XY-A8S3	TGCT	TCGA-XY-A8S3-01	178	289	1	#BE1E2D	TGCT	Others	-0.0183605313254178
TCGA-XY-A9T9	TGCT	TCGA-XY-A9T9-01	166	281	1	#BE1E2D	TGCT	Others	-0.0346179069529211
TCGA-YU-A90P	TGCT	TCGA-YU-A90P-01	172	288	1	#BE1E2D	TGCT	Others	-0.0337158296705602
TCGA-YU-A90Q	TGCT	TCGA-YU-A90Q-01	161	282	1	#BE1E2D	TGCT	Others	-0.0144951482449074
TCGA-YU-A90S	TGCT	TCGA-YU-A90S-01	167	284	1	#BE1E2D	TGCT	Others	-0.0426398536322258
TCGA-YU-A90W	TGCT	TCGA-YU-A90W-01	161	286	1	#BE1E2D	TGCT	Others	-0.0205572593544284
TCGA-YU-A90Y	TGCT	TCGA-YU-A90Y-01	176	288	1	#BE1E2D	TGCT	Others	-0.0347105529362522
TCGA-YU-A912	TGCT	TCGA-YU-A912-01	166	283	1	#BE1E2D	TGCT	Others	-0.0207817356329258
TCGA-YU-A94D	TGCT	TCGA-YU-A94D-01	153	288	1	#BE1E2D	TGCT	Others	-0.0641099269968878
TCGA-YU-A94I	TGCT	TCGA-YU-A94I-01	273	216	1	#BE1E2D	TGCT	Others	0.101498175162341
TCGA-YU-AA4L	TGCT	TCGA-YU-AA4L-01	276	221	1	#BE1E2D	TGCT	Others	0.120627292536427
TCGA-YU-AA61	TGCT	TCGA-YU-AA61-01	175	287	1	#BE1E2D	TGCT	Others	0.00996713632070034
TCGA-ZM-AA05	TGCT	TCGA-ZM-AA05-01	170	284	1	#BE1E2D	TGCT	Others	-0.0382289976265979
TCGA-ZM-AA06	TGCT	TCGA-ZM-AA06-01	169	288	1	#BE1E2D	TGCT	Others	-0.0252386042858621
TCGA-ZM-AA0B	TGCT	TCGA-ZM-AA0B-01	165	286	1	#BE1E2D	TGCT	Others	-0.0269788609376574
TCGA-ZM-AA0D	TGCT	TCGA-ZM-AA0D-01	169	287	1	#BE1E2D	TGCT	Others	-0.0383932799562362
TCGA-ZM-AA0E	TGCT	TCGA-ZM-AA0E-01	167	287	1	#BE1E2D	TGCT	Others	-0.0414266870257724
TCGA-ZM-AA0F	TGCT	TCGA-ZM-AA0F-01	169	286	1	#BE1E2D	TGCT	Others	-0.0458797040813443
TCGA-ZM-AA0H	TGCT	TCGA-ZM-AA0H-01	166	288	1	#BE1E2D	TGCT	Others	-0.0356601996506704
TCGA-ZM-AA0N	TGCT	TCGA-ZM-AA0N-01	164	281	1	#BE1E2D	TGCT	Others	-0.0317696480456095
TCGA-4C-A93U	THCA	TCGA-4C-A93U-01	225	327	1	#F9ED32	THCA	Others	-0.0718998187622869
TCGA-BJ-A0YZ	THCA	TCGA-BJ-A0YZ-01	214	341	1	#F9ED32	THCA	Others	-0.0475999492375091
TCGA-BJ-A0Z0	THCA	TCGA-BJ-A0Z0-01	213	351	1	#F9ED32	THCA	Others	-0.0763489588614419
TCGA-BJ-A0Z2	THCA	TCGA-BJ-A0Z2-01	214	345	1	#F9ED32	THCA	Others	-0.062243343322358
TCGA-BJ-A0Z3	THCA	TCGA-BJ-A0Z3-01	222	318	1	#F9ED32	THCA	Others	-0.0625651868146333
TCGA-BJ-A0Z5	THCA	TCGA-BJ-A0Z5-01	218	344	1	#F9ED32	THCA	Others	-0.0713627841495741
TCGA-BJ-A0Z9	THCA	TCGA-BJ-A0Z9-01	227	332	1	#F9ED32	THCA	Others	-0.0701633479580785
TCGA-BJ-A0ZA	THCA	TCGA-BJ-A0ZA-01	220	341	1	#F9ED32	THCA	Others	-0.0710885543526513
TCGA-BJ-A0ZB	THCA	TCGA-BJ-A0ZB-01	213	332	1	#F9ED32	THCA	Others	-0.118265597308134
TCGA-BJ-A0ZC	THCA	TCGA-BJ-A0ZC-01	214	346	1	#F9ED32	THCA	Others	-0.062086433535122
TCGA-BJ-A0ZE	THCA	TCGA-BJ-A0ZE-01	210	348	1	#F9ED32	THCA	Others	-0.0640229867041661
TCGA-BJ-A0ZG	THCA	TCGA-BJ-A0ZG-01	217	337	1	#F9ED32	THCA	Others	-0.0637132225070104
TCGA-BJ-A0ZH	THCA	TCGA-BJ-A0ZH-01	226	333	1	#F9ED32	THCA	Others	-0.0823780555053918
TCGA-BJ-A0ZJ	THCA	TCGA-BJ-A0ZJ-01	219	324	1	#F9ED32	THCA	Others	-0.0732838861703483
TCGA-BJ-A18Y	THCA	TCGA-BJ-A18Y-01	214	337	1	#F9ED32	THCA	Others	-0.0677989182657043
TCGA-BJ-A18Z	THCA	TCGA-BJ-A18Z-01	213	322	1	#F9ED32	THCA	Others	-0.0940125901566239
TCGA-BJ-A190	THCA	TCGA-BJ-A190-01	212	347	1	#F9ED32	THCA	Others	-0.0595228031641009
TCGA-BJ-A191	THCA	TCGA-BJ-A191-01	211	336	1	#F9ED32	THCA	Others	-0.0372590467012524
TCGA-BJ-A192	THCA	TCGA-BJ-A192-01	214	340	1	#F9ED32	THCA	Others	-0.0771323944651463
TCGA-BJ-A28R	THCA	TCGA-BJ-A28R-01	211	331	1	#F9ED32	THCA	Others	-0.0762911736312147
TCGA-BJ-A28S	THCA	TCGA-BJ-A28S-01	213	347	1	#F9ED32	THCA	Others	-0.0668131155253162
TCGA-BJ-A28T	THCA	TCGA-BJ-A28T-01	215	321	1	#F9ED32	THCA	Others	-0.0557025349479897
TCGA-BJ-A28V	THCA	TCGA-BJ-A28V-01	211	349	1	#F9ED32	THCA	Others	-0.0631461135768581
TCGA-BJ-A28W	THCA	TCGA-BJ-A28W-01	217	318	1	#F9ED32	THCA	Others	-0.0468035265409751
TCGA-BJ-A28X	THCA	TCGA-BJ-A28X-01	218	322	1	#F9ED32	THCA	Others	-0.0628426268004099
TCGA-BJ-A28Z	THCA	TCGA-BJ-A28Z-01	222	322	1	#F9ED32	THCA	Others	-0.0621101103319579
TCGA-BJ-A290	THCA	TCGA-BJ-A290-01	217	334	1	#F9ED32	THCA	Others	-0.0781407513949275
TCGA-BJ-A291	THCA	TCGA-BJ-A291-01	211	342	1	#F9ED32	THCA	Others	-0.0597267307616105
TCGA-BJ-A2N7	THCA	TCGA-BJ-A2N7-01	215	336	1	#F9ED32	THCA	Others	-0.0658226190113509
TCGA-BJ-A2N8	THCA	TCGA-BJ-A2N8-01	212	334	1	#F9ED32	THCA	Others	-0.0616459508124773
TCGA-BJ-A2N9	THCA	TCGA-BJ-A2N9-01	211	347	1	#F9ED32	THCA	Others	-0.0666359769130876
TCGA-BJ-A2NA	THCA	TCGA-BJ-A2NA-01	214	328	1	#F9ED32	THCA	Others	-0.0825581072288978
TCGA-BJ-A2P4	THCA	TCGA-BJ-A2P4-01	224	335	1	#F9ED32	THCA	Others	-0.067496728514554
TCGA-BJ-A3EZ	THCA	TCGA-BJ-A3EZ-01	224	330	1	#F9ED32	THCA	Others	-0.0833415036831886
TCGA-BJ-A3F0	THCA	TCGA-BJ-A3F0-01	215	350	1	#F9ED32	THCA	Others	-0.067390972028887
TCGA-BJ-A3PR	THCA	TCGA-BJ-A3PR-01	221	322	1	#F9ED32	THCA	Others	-0.0457600667444844
TCGA-BJ-A3PT	THCA	TCGA-BJ-A3PT-01	214	327	1	#F9ED32	THCA	Others	-0.0659237551474133
TCGA-BJ-A3PU	THCA	TCGA-BJ-A3PU-01	226	335	1	#F9ED32	THCA	Others	-0.0714868768222835
TCGA-BJ-A45C	THCA	TCGA-BJ-A45C-01	211	350	1	#F9ED32	THCA	Others	-0.068932605419018
TCGA-BJ-A45D	THCA	TCGA-BJ-A45D-01	223	335	1	#F9ED32	THCA	Others	-0.0590106644065338
TCGA-BJ-A45E	THCA	TCGA-BJ-A45E-01	223	322	1	#F9ED32	THCA	Others	-0.0436147075622082
TCGA-BJ-A45F	THCA	TCGA-BJ-A45F-01	217	343	1	#F9ED32	THCA	Others	-0.0614795222510993
TCGA-BJ-A45G	THCA	TCGA-BJ-A45G-01	212	338	1	#F9ED32	THCA	Others	-0.07295009859514
TCGA-BJ-A45H	THCA	TCGA-BJ-A45H-01	211	327	1	#F9ED32	THCA	Others	-0.0755969621045142
TCGA-BJ-A45I	THCA	TCGA-BJ-A45I-01	226	325	1	#F9ED32	THCA	Others	-0.0715856790729866
TCGA-BJ-A45J	THCA	TCGA-BJ-A45J-01	228	333	1	#F9ED32	THCA	Others	-0.0721307942756005
TCGA-BJ-A45K	THCA	TCGA-BJ-A45K-01	215	349	1	#F9ED32	THCA	Others	-0.0616531766599073
TCGA-BJ-A4O8	THCA	TCGA-BJ-A4O8-01	216	324	1	#F9ED32	THCA	Others	-0.0763106459718882
TCGA-BJ-A4O9	THCA	TCGA-BJ-A4O9-01	216	349	1	#F9ED32	THCA	Others	-0.0629314325174011
TCGA-CE-A13K	THCA	TCGA-CE-A13K-01	215	335	1	#F9ED32	THCA	Others	-0.0749257275183554
TCGA-CE-A27D	THCA	TCGA-CE-A27D-01	223	319	1	#F9ED32	THCA	Others	-0.0640427511695913
TCGA-CE-A3MD	THCA	TCGA-CE-A3MD-01	213	331	1	#F9ED32	THCA	Others	-0.0833259762430677
TCGA-CE-A3ME	THCA	TCGA-CE-A3ME-01	221	345	1	#F9ED32	THCA	Others	-0.068629297856227
TCGA-CE-A481	THCA	TCGA-CE-A481-01	216	325	1	#F9ED32	THCA	Others	-0.0673290713815772
TCGA-CE-A482	THCA	TCGA-CE-A482-01	215	331	1	#F9ED32	THCA	Others	-0.0878805808916937
TCGA-CE-A483	THCA	TCGA-CE-A483-01	220	346	1	#F9ED32	THCA	Others	-0.0690156559783447
TCGA-CE-A484	THCA	TCGA-CE-A484-01	219	336	1	#F9ED32	THCA	Others	-0.0744921525624677
TCGA-CE-A485	THCA	TCGA-CE-A485-01	215	325	1	#F9ED32	THCA	Others	-0.0717943625027214
TCGA-DE-A0XZ	THCA	TCGA-DE-A0XZ-01	220	320	1	#F9ED32	THCA	Others	-0.0712480012260828
TCGA-DE-A0Y2	THCA	TCGA-DE-A0Y2-01	217	341	1	#F9ED32	THCA	Others	-0.073843271729186
TCGA-DE-A0Y3	THCA	TCGA-DE-A0Y3-01	222	342	1	#F9ED32	THCA	Others	-0.0696294442536665
TCGA-DE-A2OL	THCA	TCGA-DE-A2OL-01	214	347	1	#F9ED32	THCA	Others	-0.071622619128878
TCGA-DE-A3KN	THCA	TCGA-DE-A3KN-01	220	338	1	#F9ED32	THCA	Others	-0.0765945431912356
TCGA-DE-A4M8	THCA	TCGA-DE-A4M8-01	221	319	1	#F9ED32	THCA	Others	-0.0496503846965237
TCGA-DE-A4M9	THCA	TCGA-DE-A4M9-01	210	342	1	#F9ED32	THCA	Others	-0.0524707535053331
TCGA-DE-A4MA	THCA	TCGA-DE-A4MA-01	225	335	1	#F9ED32	THCA	Others	-0.0819735294480258
TCGA-DE-A4MB	THCA	TCGA-DE-A4MB-01	228	327	1	#F9ED32	THCA	Others	-0.0705475140658769
