SampleName	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-DK-A1AF_T	BLCA (Others)	Other cancers	-0.0521344176862544
TCGA-DK-A1AG_T	BLCA (Others)	Other cancers	-0.0680178202845333
TCGA-DK-A2HX_T	BLCA (Others)	Other cancers	0.0602241881647089
TCGA-DK-A2I1_T	BLCA (Others)	Other cancers	-0.0225264493588251
TCGA-DK-A2I2_T	BLCA (Ba/Sq)	Squamous cancers	-0.134118425821913
TCGA-DK-A2I4_T	BLCA (Ba/Sq)	Squamous cancers	-0.00538836039446133
TCGA-DK-A2I6_T	BLCA (Ba/Sq)	Squamous cancers	-0.143412782894396
TCGA-DK-A3IK_T	BLCA (Others)	Other cancers	0.0121261243487448
TCGA-DK-A3IL_T	BLCA (Others)	Other cancers	-0.046580481357303
TCGA-DK-A3IM_T	BLCA (Ba/Sq)	Squamous cancers	-0.324086744076466
TCGA-DK-A3IN_T	BLCA (Ba/Sq)	Squamous cancers	-0.0676730195687726
TCGA-DK-A3IQ_T	BLCA (Others)	Other cancers	-0.113566132578755
TCGA-DK-A3IS_T	BLCA (Others)	Other cancers	-0.056999130745281
TCGA-DK-A3IT_T	BLCA (Others)	Other cancers	-0.0311610080940363
TCGA-DK-A3IU_T	BLCA (Ba/Sq)	Squamous cancers	-0.0439311884524666
TCGA-DK-A3IV_T	BLCA (Others)	Other cancers	0.0711233198428842
TCGA-DK-A3WW_T	BLCA (Ba/Sq)	Squamous cancers	-0.181365570983111
TCGA-DK-A3WX_T	BLCA (Ba/Sq)	Squamous cancers	-0.0954775117384912
TCGA-DK-A3WY_T	BLCA (Others)	Other cancers	-0.0439571263458617
TCGA-DK-A3X1_T	BLCA (Others)	Other cancers	-0.0626041247861083
TCGA-DK-A3X2_T	BLCA (Ba/Sq)	Squamous cancers	-0.262091061196985
TCGA-DK-A6AV_T	BLCA (Others)	Other cancers	-0.0625547897774645
TCGA-DK-A6AW_T	BLCA (Others)	Other cancers	0.0723381145063843
TCGA-DK-A6B0_T	BLCA (Others)	Other cancers	-0.0172293846471047
TCGA-DK-A6B1_T	BLCA (Others)	Other cancers	0.165030596766601
TCGA-DK-A6B2_T	BLCA (Others)	Other cancers	-0.0252625732544564
TCGA-DK-A6B5_T	BLCA (Ba/Sq)	Squamous cancers	-0.139250887639979
TCGA-DK-A6B6_T	BLCA (Others)	Other cancers	-0.0211744515785013
TCGA-DK-AA6L_T	BLCA (Ba/Sq)	Squamous cancers	-0.114765301055781
TCGA-DK-AA6M_T	BLCA (Ba/Sq)	Squamous cancers	-0.137195097414897
TCGA-DK-AA6P_T	BLCA (Others)	Other cancers	-0.00540760596462486
TCGA-DK-AA6Q_T	BLCA (Ba/Sq)	Squamous cancers	-0.270887430130568
TCGA-DK-AA6R_T	BLCA (Ba/Sq)	Squamous cancers	-0.18518589350098
TCGA-DK-AA6S_T	BLCA (Ba/Sq)	Squamous cancers	-0.127697464860985
TCGA-DK-AA6T_T	BLCA (Others)	Other cancers	-0.0237960440429851
TCGA-DK-AA6U_T	BLCA (Others)	Other cancers	0.00699236237086553
TCGA-DK-AA6W_T	BLCA (Others)	Other cancers	-0.0968837027114031
TCGA-DK-AA6X_T	BLCA (Others)	Other cancers	-0.0788368622638151
TCGA-DK-AA71_T	BLCA (Others)	Other cancers	-0.113655349525815
TCGA-DK-AA74_T	BLCA (Ba/Sq)	Squamous cancers	-0.106907635265732
TCGA-DK-AA75_T	BLCA (Others)	Other cancers	0.0878987870686644
TCGA-DK-AA76_T	BLCA (Others)	Other cancers	-0.0357668849784413
TCGA-DK-AA77_T	BLCA (Others)	Other cancers	-0.0570004529160841
TCGA-DM-A0X9_T	COAD	GI cancers	0.356240570669558
TCGA-DM-A0XD_T	COAD	GI cancers	0.258858375718458
TCGA-DM-A0XF_T	COAD	GI cancers	0.220008926121393
TCGA-DM-A1D0_T	COAD	GI cancers	0.343742537625519
TCGA-DM-A1D4_T	COAD	GI cancers	0.385264300792521
TCGA-DM-A1D6_T	COAD	GI cancers	0.360408337177832
TCGA-DM-A1D7_T	COAD	GI cancers	0.278853480271903
TCGA-DM-A1D8_T	COAD	GI cancers	0.319385386389646
TCGA-DM-A1D9_T	COAD	GI cancers	0.305451733144948
TCGA-DM-A1DA_T	COAD	GI cancers	0.415122930125401
TCGA-DM-A1DB_T	COAD	GI cancers	0.375400490916942
TCGA-DM-A1HA_T	COAD	GI cancers	0.27916097779066
TCGA-DM-A1HB_T	COAD	GI cancers	0.32188506718931
TCGA-DM-A280_T	COAD	GI cancers	0.141365619006215
TCGA-DM-A282_T	COAD	GI cancers	0.284981260431162
TCGA-DM-A285_T	COAD	GI cancers	0.222284996983388
TCGA-DM-A288_T	COAD	GI cancers	0.368614203223251
TCGA-DM-A28A_T	COAD	GI cancers	0.343656438715624
TCGA-DM-A28C_T	COAD	GI cancers	0.336544226515252
TCGA-DM-A28E_T	COAD	GI cancers	0.35474093899049
TCGA-DM-A28F_T	COAD	GI cancers	0.298574252048692
TCGA-DM-A28G_T	COAD	GI cancers	0.267620464733949
TCGA-DM-A28H_T	COAD	GI cancers	0.313221111773162
TCGA-DM-A28K_T	COAD	GI cancers	0.362224758714788
TCGA-DM-A28M_T	COAD	GI cancers	0.360011985272121
TCGA-DO-A1JZ_T	THCA	Other cancers	-0.0906830255118886
TCGA-DO-A1K0_T	THCA	Other cancers	-0.0750577061189481
TCGA-DO-A2HM_T	THCA	Other cancers	-0.0423877039309961
TCGA-DQ-5624_T	HNSC	Squamous cancers	-0.242061101048635
TCGA-DQ-5625_T	HNSC	Squamous cancers	-0.251197248423209
TCGA-DQ-5629_T	HNSC	Squamous cancers	-0.367885024977111
TCGA-DQ-5630_T	HNSC	Squamous cancers	-0.19144485644101
TCGA-DQ-5631_T	HNSC	Squamous cancers	-0.302006898898544
TCGA-DQ-7588_T	HNSC	Squamous cancers	-0.329420629521879
TCGA-DQ-7589_T	HNSC	Squamous cancers	-0.384524490288942
TCGA-DQ-7590_T	HNSC	Squamous cancers	-0.254637938106478
TCGA-DQ-7591_T	HNSC	Squamous cancers	-0.249792553315045
TCGA-DQ-7592_T	HNSC	Squamous cancers	-0.288828228787821
TCGA-DQ-7593_T	HNSC	Squamous cancers	-0.181417305385912
TCGA-DQ-7594_T	HNSC	Squamous cancers	-0.221706759178305
TCGA-DQ-7595_T	HNSC	Squamous cancers	-0.234390038404432
TCGA-DQ-7596_T	HNSC	Squamous cancers	-0.224038250357844
TCGA-DR-A0ZL_T	CESC (Sq)	Squamous cancers	-0.212093089336469
TCGA-DR-A0ZM_T	CESC (Sq)	Squamous cancers	-0.189818246348984
TCGA-DS-A0VK_T	CESC (Sq)	Squamous cancers	-0.256329845292666
TCGA-DS-A0VL_T	CESC (Sq)	Squamous cancers	-0.288364942425602
TCGA-DS-A0VM_T	CESC (Sq)	Squamous cancers	-0.212438548714392
TCGA-DS-A0VN_T	CESC (Sq)	Squamous cancers	-0.286590321931706
TCGA-DS-A1O9_T	CESC (Others)	Other cancers	-0.185385746510252
TCGA-DS-A1OA_T	CESC (Others)	Other cancers	-0.190746515293298
TCGA-DS-A1OB_T	CESC (Others)	Other cancers	-0.23639447018581
TCGA-DS-A1OC_T	CESC (Others)	Other cancers	-0.206632507877696
TCGA-DS-A1OD_T	CESC (Others)	Other cancers	-0.151688022719728
TCGA-DS-A3LQ_T	CESC (Sq)	Squamous cancers	-0.353653942359808
TCGA-DS-A5RQ_T	CESC (Sq)	Squamous cancers	-0.307962404139767
TCGA-DS-A7WF_T	CESC (Sq)	Squamous cancers	-0.0454413351516459
TCGA-DS-A7WH_T	CESC (Others)	Other cancers	0.133612627996635
TCGA-DS-A7WI_T	CESC (Sq)	Squamous cancers	-0.227283044501501
TCGA-DT-5265_T	READ	GI cancers	0.235966524032735
TCGA-DU-5847_T	LGG	Other cancers	-0.132125555408679
TCGA-DU-5849_T	LGG	Other cancers	-0.114020490275036
TCGA-DU-5851_T	LGG	Other cancers	-0.115536720126377
TCGA-DU-5852_T	LGG	Other cancers	-0.129083286357476
TCGA-DU-5853_T	LGG	Other cancers	-0.102053036933352
TCGA-DU-5854_T	LGG	Other cancers	-0.128889820415533
TCGA-DU-5855_T	LGG	Other cancers	-0.120460894613073
TCGA-DU-5870_T	LGG	Other cancers	-0.116898483620223
TCGA-DU-5871_T	LGG	Other cancers	-0.119885400749301
TCGA-DU-5872_T	LGG	Other cancers	-0.0991627703807711
TCGA-DU-5874_T	LGG	Other cancers	-0.115776289516205
TCGA-DU-6392_T	LGG	Other cancers	-0.103568296907901
TCGA-DU-6393_T	LGG	Other cancers	-0.120313615694351
TCGA-DU-6394_T	LGG	Other cancers	-0.116858235893363
TCGA-DU-6395_T	LGG	Other cancers	-0.134644131476522
TCGA-DU-6396_T	LGG	Other cancers	-0.121568538533707
TCGA-DU-6397_T	LGG	Other cancers	-0.114054737282039
TCGA-DU-6399_T	LGG	Other cancers	-0.116374818046488
TCGA-DU-6400_T	LGG	Other cancers	-0.113335979015042
TCGA-DU-6401_T	LGG	Other cancers	-0.114556662680578
TCGA-DU-6402_T	LGG	Other cancers	-0.120405676356236
TCGA-DU-6403_T	LGG	Other cancers	-0.123462529994013
TCGA-DU-6404_T	LGG	Other cancers	-0.115592594008303
TCGA-DU-6405_T	LGG	Other cancers	-0.142358129128812
TCGA-DU-6406_T	LGG	Other cancers	-0.154774187159995
TCGA-DU-6407_T	LGG	Other cancers	-0.12105697155398
TCGA-DU-6408_T	LGG	Other cancers	-0.135144790492485
TCGA-DU-6410_T	LGG	Other cancers	-0.107473543583726
TCGA-DU-6542_T	LGG	Other cancers	-0.12192301914521
TCGA-DU-7006_T	LGG	Other cancers	-0.120316291648312
TCGA-DU-7007_T	LGG	Other cancers	-0.134079964509511
TCGA-DU-7008_T	LGG	Other cancers	-0.130266396122371
TCGA-DU-7009_T	LGG	Other cancers	-0.12366203069597
TCGA-DU-7010_T	LGG	Other cancers	-0.124064798746664
TCGA-DU-7011_T	LGG	Other cancers	-0.11495135152079
TCGA-DU-7012_T	LGG	Other cancers	-0.0929887961130852
TCGA-DU-7013_T	LGG	Other cancers	-0.150837652031805
TCGA-DU-7014_T	LGG	Other cancers	-0.117026216811387
TCGA-DU-7015_T	LGG	Other cancers	-0.126977364978508
TCGA-DU-7018_T	LGG	Other cancers	-0.103902789466104
TCGA-DU-7019_T	LGG	Other cancers	-0.105730465729548
TCGA-DU-7290_T	LGG	Other cancers	-0.113782661549847
TCGA-DU-7292_T	LGG	Other cancers	-0.13830348288577
TCGA-DU-7294_T	LGG	Other cancers	-0.11697127567828
TCGA-DU-7298_T	LGG	Other cancers	-0.113903193060099
TCGA-DU-7299_T	LGG	Other cancers	-0.120837154918127
TCGA-DU-7300_T	LGG	Other cancers	-0.108414860111765
TCGA-DU-7301_T	LGG	Other cancers	-0.133262651515156
TCGA-DU-7302_T	LGG	Other cancers	-0.110060676475355
TCGA-DU-7304_T	LGG	Other cancers	-0.128857339213931
TCGA-DU-7306_T	LGG	Other cancers	-0.119530842886898
TCGA-DU-7309_T	LGG	Other cancers	-0.108488744990783
TCGA-DU-8158_T	LGG	Other cancers	-0.101187451499589
TCGA-DU-8161_T	LGG	Other cancers	-0.105889984153245
TCGA-DU-8162_T	LGG	Other cancers	-0.113535381239833
TCGA-DU-8163_T	LGG	Other cancers	-0.116098576622648
TCGA-DU-8164_T	LGG	Other cancers	-0.119790852391872
TCGA-DU-8165_T	LGG	Other cancers	-0.131535283886694
TCGA-DU-8166_T	LGG	Other cancers	-0.128477288090188
TCGA-DU-8167_T	LGG	Other cancers	-0.120959403864032
TCGA-DU-8168_T	LGG	Other cancers	-0.108342897334929
TCGA-DU-A5TP_T	LGG	Other cancers	-0.134197421094268
TCGA-DU-A5TR_T	LGG	Other cancers	-0.102509395117068
TCGA-DU-A5TS_T	LGG	Other cancers	-0.118722905513241
TCGA-DU-A5TT_T	LGG	Other cancers	-0.123247262513118
TCGA-DU-A5TU_T	LGG	Other cancers	-0.123203443942802
TCGA-DU-A5TW_T	LGG	Other cancers	-0.125534606105565
TCGA-DU-A5TY_T	LGG	Other cancers	-0.121871122519137
TCGA-DU-A6S2_T	LGG	Other cancers	-0.109013072388401
TCGA-DU-A6S3_T	LGG	Other cancers	-0.112801378389322
TCGA-DU-A6S6_T	LGG	Other cancers	-0.128239570198524
TCGA-DU-A6S7_T	LGG	Other cancers	-0.112912763885619
TCGA-DU-A6S8_T	LGG	Other cancers	-0.115092604926935
TCGA-DU-A76K_T	LGG	Other cancers	-0.109137983699596
TCGA-DU-A76L_T	LGG	Other cancers	-0.119507544273313
TCGA-DU-A76O_T	LGG	Other cancers	-0.119949731035212
TCGA-DU-A76R_T	LGG	Other cancers	-0.11860785274703
TCGA-DU-A7T6_T	LGG	Other cancers	-0.110563496426017
TCGA-DU-A7T8_T	LGG	Other cancers	-0.128978526516819
TCGA-DU-A7TA_T	LGG	Other cancers	-0.11399897987065
TCGA-DU-A7TB_T	LGG	Other cancers	-0.107642098639629
TCGA-DU-A7TC_T	LGG	Other cancers	-0.122925776354989
TCGA-DU-A7TD_T	LGG	Other cancers	-0.135325276851036
TCGA-DU-A7TG_T	LGG	Other cancers	-0.101598717092755
TCGA-DU-A7TI_T	LGG	Other cancers	-0.116788789099478
TCGA-DU-A7TJ_T	LGG	Other cancers	-0.14884805974347
TCGA-DV-5565_T	KIRC	Other cancers	0.0406528465446638
TCGA-DV-5566_T	KIRC	Other cancers	0.0218979431504078
TCGA-DV-5567_T	KIRC	Other cancers	0.00105492982957345
TCGA-DV-5568_T	KIRC	Other cancers	0.000323772299981373
TCGA-DV-5569_T	KIRC	Other cancers	0.0454909344044706
TCGA-DV-5573_T	KIRC	Other cancers	0.0210260030837717
TCGA-DV-5574_T	KIRC	Other cancers	-0.0143972937270199
TCGA-DV-5575_T	KIRC	Other cancers	0.0312951589175029
TCGA-DV-5576_T	KIRC	Other cancers	0.0130382213720214
TCGA-DV-A4VX_T	KIRC	Other cancers	0.0257006380074528
TCGA-DV-A4VZ_T	KIRC	Other cancers	0.0173339899290607
TCGA-DV-A4W0_T	KIRC	Other cancers	0.0154397835831142
TCGA-DW-5560_T	KIRP	Other cancers	0.0685303429549837
TCGA-DW-5561_T	KIRP	Other cancers	0.0540943495724834
TCGA-DW-7834_T	KIRP	Other cancers	0.0270417944850652
TCGA-DW-7836_T	KIRP	Other cancers	0.0442462898768701
TCGA-DW-7837_T	KIRP	Other cancers	0.045572855792941
TCGA-DW-7838_T	KIRP	Other cancers	0.0199135130308881
TCGA-DW-7839_T	KIRP	Other cancers	0.00964884206655059
TCGA-DW-7840_T	KIRP	Other cancers	0.0600346356066537
TCGA-DW-7841_T	KIRP	Other cancers	0.0435522889859227
TCGA-DW-7842_T	KIRP	Other cancers	0.0413418140618425
TCGA-DW-7963_T	KIRP	Other cancers	0.0341995935210269
TCGA-DX-A1KU_T	SARC	Other cancers	-0.0951531320298304
TCGA-DX-A1KW_T	SARC	Other cancers	-0.0912148506404198
TCGA-DX-A1KX_T	SARC	Other cancers	-0.0947810252150357
TCGA-DX-A1KY_T	SARC	Other cancers	-0.183117857740988
TCGA-DX-A1KZ_T	SARC	Other cancers	-0.103737556638127
TCGA-DX-A1L0_T	SARC	Other cancers	-0.127689068017302
TCGA-DX-A1L1_T	SARC	Other cancers	-0.0656809664119654
TCGA-DX-A1L2_T	SARC	Other cancers	-0.100240230952938
TCGA-DX-A1L3_T	SARC	Other cancers	-0.11464838211782
TCGA-DX-A1L4_T	SARC	Other cancers	-0.0696385571627333
TCGA-DX-A23R_T	SARC	Other cancers	-0.133186470783387
TCGA-DX-A23T_T	SARC	Other cancers	-0.0748210513350377
TCGA-DX-A23U_T	SARC	Other cancers	-0.161884117266685
TCGA-DX-A23V_T	SARC	Other cancers	-0.100574908373955
TCGA-DX-A23Y_T	SARC	Other cancers	-0.112859774163293
TCGA-DX-A23Z_T	SARC	Other cancers	-0.112197662979499
TCGA-DX-A240_T	SARC	Other cancers	-0.172413039283293
TCGA-DX-A2IZ_T	SARC	Other cancers	-0.128955845122825
TCGA-DX-A2J0_T	SARC	Other cancers	-0.195474222817811
TCGA-DX-A2J1_T	SARC	Other cancers	-0.0771222862134785
TCGA-DX-A2J4_T	SARC	Other cancers	-0.0732599520157123
TCGA-DX-A3LS_T	SARC	Other cancers	-0.0966203288999773
TCGA-DX-A3LT_T	SARC	Other cancers	-0.152134161214198
TCGA-DX-A3LU_T	SARC	Other cancers	-0.0955502766641789
TCGA-DX-A3LW_T	SARC	Other cancers	-0.108617424188095
TCGA-DX-A3LY_T	SARC	Other cancers	-0.0943114031354283
TCGA-DX-A3M1_T	SARC	Other cancers	-0.136868718059255
TCGA-DX-A3M2_T	SARC	Other cancers	-0.0744577300963563
TCGA-DX-A3U5_T	SARC	Other cancers	-0.102353781995818
TCGA-DX-A3U6_T	SARC	Other cancers	-0.0598014827210066
TCGA-DX-A3U7_T	SARC	Other cancers	-0.140425394220279
TCGA-DX-A3U8_T	SARC	Other cancers	-0.0603053170409028
TCGA-DX-A3U9_T	SARC	Other cancers	-0.140214949738763
TCGA-DX-A3UA_T	SARC	Other cancers	-0.101208175470191
TCGA-DX-A3UB_T	SARC	Other cancers	-0.0694237575764379
TCGA-DX-A3UC_T	SARC	Other cancers	-0.169838153315137
TCGA-DX-A3UD_T	SARC	Other cancers	-0.156260347042261
TCGA-DX-A3UE_T	SARC	Other cancers	-0.152208726431642
TCGA-DX-A3UF_T	SARC	Other cancers	-0.164086836775975
TCGA-DX-A48J_T	SARC	Other cancers	-0.146890648023622
TCGA-DX-A48K_T	SARC	Other cancers	-0.151008690478048
TCGA-DX-A48L_T	SARC	Other cancers	-0.114413138873756
TCGA-DX-A48N_T	SARC	Other cancers	-0.162820797800737
TCGA-DX-A48O_T	SARC	Other cancers	-0.128285608381912
TCGA-DX-A48P_T	SARC	Other cancers	-0.13567410206172
TCGA-DX-A48R_T	SARC	Other cancers	-0.167605247156144
TCGA-DX-A48U_T	SARC	Other cancers	-0.162723439225919
TCGA-DX-A48V_T	SARC	Other cancers	-0.154975575593088
TCGA-DX-A6B7_T	SARC	Other cancers	-0.146441243601571
TCGA-DX-A6B8_T	SARC	Other cancers	-0.17346250748286
TCGA-DX-A6B9_T	SARC	Other cancers	-0.123039278991872
TCGA-DX-A6BA_T	SARC	Other cancers	-0.174585615651961
TCGA-DX-A6BB_T	SARC	Other cancers	-0.155232673488766
TCGA-DX-A6BE_T	SARC	Other cancers	-0.0891826699753635
TCGA-DX-A6BF_T	SARC	Other cancers	-0.113793059478249
TCGA-DX-A6BG_T	SARC	Other cancers	-0.0990812646982315
TCGA-DX-A6BH_T	SARC	Other cancers	-0.14253663253544
TCGA-DX-A6BK_T	SARC	Other cancers	-0.0773906331502699
TCGA-DX-A6YQ_T	SARC	Other cancers	-0.107206885727923
TCGA-DX-A6YR_T	SARC	Other cancers	-0.127626361603282
TCGA-DX-A6YS_T	SARC	Other cancers	-0.12117467693904
TCGA-DX-A6YT_T	SARC	Other cancers	-0.135309872203976
TCGA-DX-A6YU_T	SARC	Other cancers	-0.101745203406519
TCGA-DX-A6YV_T	SARC	Other cancers	-0.120062496100669
TCGA-DX-A6YX_T	SARC	Other cancers	-0.150436489031963
TCGA-DX-A6YZ_T	SARC	Other cancers	-0.0950392488363389
TCGA-DX-A6Z0_T	SARC	Other cancers	-0.133897916384143
TCGA-DX-A6Z2_T	SARC	Other cancers	-0.121136160257532
TCGA-DX-A7EF_T	SARC	Other cancers	-0.13904318655232
TCGA-DX-A7EI_T	SARC	Other cancers	-0.187412744435964
TCGA-DX-A7EL_T	SARC	Other cancers	-0.125636754211212
TCGA-DX-A7EM_T	SARC	Other cancers	-0.178748741018441
TCGA-DX-A7EN_T	SARC	Other cancers	-0.164915192387623
TCGA-DX-A7EO_T	SARC	Other cancers	-0.0978809018064889
TCGA-DX-A7EQ_T	SARC	Other cancers	-0.109655238882396
TCGA-DX-A7ER_T	SARC	Other cancers	-0.132888376792614
TCGA-DX-A7ES_T	SARC	Other cancers	-0.0957394646683252
TCGA-DX-A7ET_T	SARC	Other cancers	-0.120085057383778
TCGA-DX-A7EU_T	SARC	Other cancers	-0.0919439648430301
TCGA-DX-A8BG_T	SARC	Other cancers	-0.0774927369737539
TCGA-DX-A8BH_T	SARC	Other cancers	-0.0832767984834387
TCGA-DX-A8BJ_T	SARC	Other cancers	-0.205874351379857
TCGA-DX-A8BK_T	SARC	Other cancers	-0.11128792522817
TCGA-DX-A8BL_T	SARC	Other cancers	-0.113930259709521
TCGA-DX-A8BM_T	SARC	Other cancers	-0.130539201894729
TCGA-DX-A8BN_T	SARC	Other cancers	-0.0909302607409359
TCGA-DX-A8BO_T	SARC	Other cancers	-0.104125801333045
TCGA-DX-A8BP_T	SARC	Other cancers	-0.141435215492554
TCGA-DX-A8BQ_T	SARC	Other cancers	-0.0663121486772877
TCGA-DX-A8BR_T	SARC	Other cancers	-0.115468330423081
TCGA-DX-A8BS_T	SARC	Other cancers	-0.15516957264849
TCGA-DX-A8BT_T	SARC	Other cancers	-0.100965720240668
TCGA-DX-A8BU_T	SARC	Other cancers	-0.153905096776463
TCGA-DX-A8BV_T	SARC	Other cancers	-0.102051066090695
TCGA-DX-A8BX_T	SARC	Other cancers	-0.0967249226339405
TCGA-DX-A8BZ_T	SARC	Other cancers	-0.128956609436918
TCGA-DX-AATS_T	SARC	Other cancers	-0.139695362524554
TCGA-DX-AB2E_T	SARC	Other cancers	-0.0939548410694996
TCGA-DX-AB2F_T	SARC	Other cancers	-0.126746845327503
TCGA-DX-AB2G_T	SARC	Other cancers	-0.133733128756974
TCGA-DX-AB2H_T	SARC	Other cancers	-0.117203632039831
TCGA-DX-AB2J_T	SARC	Other cancers	-0.0754280313798145
TCGA-DX-AB2L_T	SARC	Other cancers	-0.133093428523745
TCGA-DX-AB2O_T	SARC	Other cancers	-0.13488355973086
TCGA-DX-AB2P_T	SARC	Other cancers	-0.172234006997412
TCGA-DX-AB2Q_T	SARC	Other cancers	-0.109448729351655
TCGA-DX-AB2S_T	SARC	Other cancers	-0.0539521856928651
TCGA-DX-AB2T_T	SARC	Other cancers	-0.106562575071191
TCGA-DX-AB2V_T	SARC	Other cancers	-0.106961239539601
TCGA-DX-AB2W_T	SARC	Other cancers	-0.105393868111621
TCGA-DX-AB2X_T	SARC	Other cancers	-0.130641349096194
TCGA-DX-AB2Z_T	SARC	Other cancers	-0.0839153253020275
TCGA-DX-AB30_T	SARC	Other cancers	-0.17343605643072
TCGA-DX-AB32_T	SARC	Other cancers	-0.0864915249751599
TCGA-DX-AB35_T	SARC	Other cancers	-0.120660227245159
TCGA-DX-AB36_T	SARC	Other cancers	-0.186783458327518
TCGA-DX-AB37_T	SARC	Other cancers	-0.0923644648823595
TCGA-DX-AB3A_T	SARC	Other cancers	-0.107775424231726
TCGA-DX-AB3B_T	SARC	Other cancers	-0.0716068649066768
TCGA-DX-AB3C_T	SARC	Other cancers	-0.0841527193747014
TCGA-DY-A0XA_T	READ	GI cancers	0.280962664935094
TCGA-DY-A1DC_T	READ	GI cancers	0.274252527471139
TCGA-DY-A1DD_T	READ	GI cancers	0.327634865738445
TCGA-DY-A1DE_T	READ	GI cancers	0.259685492166591
TCGA-DY-A1DF_T	READ	GI cancers	0.328181220031435
TCGA-DY-A1DG_T	READ	GI cancers	0.355304313278836
TCGA-DY-A1H8_T	READ	GI cancers	0.351621561729768
TCGA-DZ-6131_T	KIRP	Other cancers	0.0595862187593535
TCGA-DZ-6132_T	KIRP	Other cancers	-0.00122931896462741
TCGA-DZ-6133_T	KIRP	Other cancers	0.0863547146746751
TCGA-DZ-6134_T	KIRP	Other cancers	0.0174315112895849
TCGA-DZ-6135_T	KIRP	Other cancers	0.0642973842360661
TCGA-E1-5302_T	LGG	Other cancers	-0.13157070556225
TCGA-E1-5303_T	LGG	Other cancers	-0.125238475913819
TCGA-E1-5304_T	LGG	Other cancers	-0.134370613661291
TCGA-E1-5305_T	LGG	Other cancers	-0.132145453040535
TCGA-E1-5307_T	LGG	Other cancers	-0.121594103421276
TCGA-E1-5311_T	LGG	Other cancers	-0.10937693618844
TCGA-E1-5318_T	LGG	Other cancers	-0.0808633523199487
TCGA-E1-5319_T	LGG	Other cancers	-0.107550794546059
TCGA-E1-5322_T	LGG	Other cancers	-0.120062999595686
TCGA-E1-A7YD_T	LGG	Other cancers	-0.110858038468554
TCGA-E1-A7YE_T	LGG	Other cancers	-0.112587354887776
TCGA-E1-A7YH_T	LGG	Other cancers	-0.126425512781242
TCGA-E1-A7YI_T	LGG	Other cancers	-0.158486390631477
TCGA-E1-A7YJ_T	LGG	Other cancers	-0.135249562905551
TCGA-E1-A7YK_T	LGG	Other cancers	-0.114083984915674
TCGA-E1-A7YL_T	LGG	Other cancers	-0.106345381165136
TCGA-E1-A7YM_T	LGG	Other cancers	-0.111321158169729
TCGA-E1-A7YN_T	LGG	Other cancers	-0.0853953605407847
TCGA-E1-A7YO_T	LGG	Other cancers	-0.119333513044492
TCGA-E1-A7YQ_T	LGG	Other cancers	-0.117008564035117
TCGA-E1-A7YS_T	LGG	Other cancers	-0.129169768216507
TCGA-E1-A7YU_T	LGG	Other cancers	-0.130702319805209
TCGA-E1-A7YV_T	LGG	Other cancers	-0.117502021134846
TCGA-E1-A7YW_T	LGG	Other cancers	-0.12825649847341
TCGA-E1-A7YY_T	LGG	Other cancers	-0.109972304971284
TCGA-E1-A7Z2_T	LGG	Other cancers	-0.119141113994804
TCGA-E1-A7Z3_T	LGG	Other cancers	-0.106068572897205
TCGA-E1-A7Z4_T	LGG	Other cancers	-0.134658699408828
TCGA-E1-A7Z6_T	LGG	Other cancers	-0.119321174999676
TCGA-E2-A105_T	BRCA	Other cancers	0.0397209478662
TCGA-E2-A106_T	BRCA	Other cancers	0.0613828835024425
TCGA-E2-A107_T	BRCA	Other cancers	-0.00520142938480772
TCGA-E2-A108_T	BRCA	Other cancers	-0.06114777289291
TCGA-E2-A109_T	BRCA	Other cancers	0.0217273123331503
TCGA-E2-A10B_T	BRCA	Other cancers	-0.0252122595743712
TCGA-E2-A10C_T	BRCA	Other cancers	0.0207952586479764
TCGA-E2-A10E_T	BRCA	Other cancers	-0.00485800985104878
TCGA-E2-A10F_T	BRCA	Other cancers	-0.0354916885349974
TCGA-E2-A14N_T	BRCA	Other cancers	-0.11397489081224
TCGA-E2-A14U_T	BRCA	Other cancers	-0.0917595108299838
TCGA-E2-A15I_T	BRCA	Other cancers	-0.00236370396871211
TCGA-E2-A15J_T	BRCA	Other cancers	-0.00215623616165794
TCGA-E2-A15K_T	BRCA	Other cancers	0.0164434624490374
TCGA-E2-A1AZ_T	BRCA	Other cancers	-0.150878652159379
TCGA-E2-A1B0_T	BRCA	Other cancers	-0.0534194022444165
TCGA-E2-A1B1_T	BRCA	Other cancers	-0.0685566991055316
TCGA-E2-A1B4_T	BRCA	Other cancers	-0.0203519630124981
TCGA-E2-A1B5_T	BRCA	Other cancers	-0.0267127452327868
TCGA-E2-A1B6_T	BRCA	Other cancers	-0.0742750759766494
TCGA-E2-A1BC_T	BRCA	Other cancers	-0.0411748904406536
TCGA-E2-A1BD_T	BRCA	Other cancers	-0.00118134612799148
TCGA-E2-A1IE_T	BRCA	Other cancers	0.0063064479874928
TCGA-E2-A1IF_T	BRCA	Other cancers	-0.0750670780676147
TCGA-E2-A1IG_T	BRCA	Other cancers	-0.00543682912587662
TCGA-E2-A1IH_T	BRCA	Other cancers	-0.0280999541133287
TCGA-E2-A1II_T	BRCA	Other cancers	-0.0851381648937872
TCGA-E2-A1IJ_T	BRCA	Other cancers	-0.0523366353067741
TCGA-E2-A1IK_T	BRCA	Other cancers	-0.0513021733787569
