V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	type
0.0111648395480804	0.0112586207489945	0.0112630576557587	0.0111739663073126	0.0110755489210238	0.0110834739085923	0.0110014430634369	0.0109410912106033	0.0108145284032907	0.0107534310542962	0.0107030688585009	0.0108127634340037	0.0108492708855576	0.0108028834676417	0.0109536158645338	0.0109277637451554	0.0108547869915905	0.0107681852182815	0.0107188491826325	0.0107930727062157	0.0108315306096892	0.0109436808659963	0.0110431756864717	0.0110478360058501	0.0108723441797075	0.0107916490433272	0.0108118471093236	0.0107994483767825	0.0107631903212066	0.0106441954238208	0.0107883683625229	0.0108074453053016	0.0107939653263254	0.0107905363190128	0.0109108261784278	0.0109983755508227	0.0108970799146252	0.0108372410043876	0.0106055279418647	0.0105258193522852	0.010441282773309	0.0103985094003656	0.0103330680073309	0.0103451546585009	0.0102570492106033	0.0102210194054845	0.0101823769352834	0.0101924919003656	0.0103076185769653	0.0103580601519378	0.0104197176219378	0.0104199783065814	0.0104454702857404	0.0106163678574954	0.0107952266096892	0.010871282061426	0.0108684158488117	0.0108018375681901	0.0107314566180987	0.0106669557358318	0.0106698781276051	0.0107173058045704	0.0106243191204753	0.0108104661797075	0.0109517735934186	0.0110427600220841	0.0109025505263254	0.0109248724394881	0.0108458558590494	0.0107793621953199	0.0106599253411335	0.0106088062010969	0.0105713004131627	0.0105126382102377	0.0105298129705667	0.0105474025190128	0.0106944374045704	0.0107755599248629	0.0107862920224863	0.0106474591290676	0.0105682636131993	0.010609443295064	0.0106335494820841	0.0105856450007313	0.0105822478989031	0.0107258833454479	0.0107034579469835	0.0105012374734918	0.0105074626358318	0.0104470636981718	0.0106426664513711	0.0105701020431444	0.0105705655680073	0.0106162706329068	0.0107647059106033	0.0109466302296161	0.0109800965709324	0.010931504006947	0.0109164427660878	0.0108243016628885	EAC Tumor
0.0115036327144424	0.0114985725204753	0.0114729061451554	0.0115439260328885	0.0116514369182815	0.0117569918822669	0.0117990955961609	0.011848567519287	0.0118698436665448	0.0118463342032907	0.0117921029065814	0.0118291130596709	0.0118075083586837	0.0117580243692322	0.0117559942427788	0.0117983078674589	0.0116936902893784	0.0117335602760512	0.0117705932334552	0.0118057953135283	0.0117090474265082	0.0117188006307861	0.0116316807164534	0.0116254363550274	0.0115693497277879	0.0116828753120658	0.0118285651382084	0.0119343081413163	0.0119253393696527	0.0119043155299817	0.0117640080462523	0.0116929258580256	0.0117277224849543	0.0117512645908592	0.0117894682474771	0.0118034402349177	0.0118816359261426	0.0118693853593236	0.0118540222204753	0.0118533577819013	0.0117916606826325	0.011695208433053	0.0117995666370201	0.0118445012434004	0.0118728842182815	0.0118455086857404	0.0118615239074954	0.0118162562195612	0.0118280087352834	0.0117660173368739	0.0118179830206581	0.0118771192678245	0.0118552170924132	0.0118517347085923	0.0118863586608775	0.0119314827648995	0.0119495297317185	0.0120667560325411	0.0121018352759049	0.0119829721499086	0.0120029256032907	0.0120234828065814	0.0119818573925046	0.0117830798435101	0.0118837313354662	0.0118850555297989	0.0119230955272395	0.01203472823766	0.0120548307383912	0.0119956488117002	0.01196356785766	0.0118660010758684	0.011863492376362	0.0117723258092139	0.0117031982329799	0.0116666368433455	0.0116217000080439	0.01158668593234	0.0116784072003656	0.011647921426691	0.0115879802680804	0.0114671897332724	0.0114309734288848	0.0115343146400366	0.0115773970216636	0.0117488219202011	0.0118348406435101	0.0118119011906764	0.0118062861712614	0.0117078809683181	0.0116445109837294	0.0116297156709141	0.0117122926544973	0.011763146254479	0.0118388886170018	0.0118764136548446	0.0119163523627057	0.0118872345473492	0.0118639590638026	0.0116955092318099	EAC Tumor
0.00751114140621572	0.00741946863199269	0.00738115135261426	0.00742651971060329	0.00745555901956124	0.00738413170804388	0.00731464899597806	0.00731745290402194	0.00741809397678245	0.00752687499104205	0.00748875464680073	0.00745071651347349	0.00740865545557587	0.00744063885137112	0.0075313040833638	0.00748366970895795	0.00748607703601463	0.0074705900773309	0.00738159127641682	0.00728618546508227	0.00733154681769653	0.00738678211060329	0.0074397470266362	0.00761552593985375	0.00762493360365631	0.00767528865093236	0.00761057971444241	0.00765846825297989	0.00770567164771481	0.00775088457111517	0.00774830357605119	0.00772829729433272	0.00766221652592322	0.00776901849616088	0.00763591989396709	0.00745461199780622	0.00731675157202925	0.00733148630292505	0.00741280127129799	0.00749855118171846	0.00744571620963437	0.00749982531297989	0.00756370383488117	0.00742951267349177	0.00741693481480804	0.00724446633254113	0.00712032790124314	0.00712232855170018	0.00699651359210238	0.00706360199213894	0.00707638879597806	0.007078603823766	0.00721423611517368	0.00718796452431444	0.00717353267197441	0.00726020187272395	0.00733680692647166	0.00742972988610603	0.00749260676288848	0.00735401814753199	0.00729926165296161	0.00731919616965265	0.00733960960859232	0.0071900229488117	0.00714395505813528	0.00728018901535649	0.00743014504113346	0.00752273659817185	0.00740268009853748	0.00736498735758684	0.00738133804990859	0.00746660152193784	0.00751256465886654	0.00739157409945155	0.00727746746800731	0.00724435413382084	0.00728580692149909	0.00722824787879342	0.00725620684186472	0.00727520189213894	0.00736895789396709	0.00730183541773309	0.00721517070914077	0.00718646446837294	0.00721079698775137	0.00723515569045704	0.00741060835575868	0.00741911900767825	0.0073105149274223	0.00714592155466179	0.00706120726014625	0.00713545757440585	0.00715765438391225	0.00708256553378428	0.00711828304917733	0.00708053000603291	0.0070791606786106	0.00723754174954296	0.00734783280036563	0.00732077893912249	EAC Tumor
0.0115765115630713	0.0115100377017002	0.0115764198702011	0.0116727942548446	0.0116131592074954	0.011547440786106	0.0115703353541682	0.0114561673369287	0.0115636728045704	0.0115814885844607	0.0115615253255941	0.011355181246947	0.0111449590450091	0.0110275395341865	0.0108852942023766	0.0108716451553931	0.0108442285303473	0.010796869635649	0.0106953681523949	0.0106910281814808	0.0105538112146252	0.0105662205682267	0.0105174989857404	0.0103389114358318	0.0103790181303473	0.0104857764378428	0.0106248218347349	0.0106546475058501	0.0105598152482633	0.0105080280096892	0.0105442612221207	0.0105516059301645	0.0106078637301645	0.0106287070797075	0.0105988248016453	0.0107277733137112	0.0107303021107861	0.0106857370458867	0.01055515088117	0.0104691553539305	0.0104917097034735	0.010411708869287	0.0103014820464351	0.0102703622201097	0.0102702788526508	0.0103199177001828	0.0102699063010969	0.010225812374223	0.0101370427553931	0.0100913715420475	0.0101096734186472	0.0101755800411335	0.010331866116819	0.010383157521755	0.0104572168846984	0.0103943323281536	0.0102563519537477	0.0103199124652651	0.010470082564351	0.0105109620824497	0.0105655020172212	0.0106054235585558	0.0107382895943327	0.0107978493137112	0.0107145877850823	0.010744053557404	0.0107330127934186	0.0108285808601463	0.0108302343828154	0.0109821086001828	0.0110812790557587	0.0111205005422303	0.0111650314241316	0.0110989085530165	0.0109213110640768	0.0107775893828154	0.010719519852468	0.0107471316645338	0.0108295049952468	0.0108353908844058	0.0109586688067642	0.0109819894411335	0.0110489561338208	0.0110278167879342	0.0111001330798903	0.0111291679453382	0.011145399878245	0.0111734470312614	0.0112241866963437	0.0112468034756856	0.0111897847053016	0.0112311825917733	0.0111603568904936	0.0113198163311883	0.0113507492027422	0.0113766934223035	0.0113877535457038	0.0113392690153565	0.0112589802945155	0.0113045989729433	EAC Tumor
0.00503038836563071	0.00510065659561243	0.00516778384990859	0.00519235721846435	0.00511833437007313	0.00504912270676417	0.00507408647294333	0.0049208475250457	0.00490052653235832	0.00479756885685558	0.00465501396800731	0.00455232914954296	0.00453389732010969	0.00440995058647166	0.00431944187294333	0.0042267661166362	0.00413863419670932	0.00425506100427788	0.00446946566270567	0.00455404764716636	0.00455144352616088	0.00456744750318099	0.00442973050530164	0.00457870634424132	0.00449211744972578	0.00443084086489945	0.00440752832650823	0.00435132611553931	0.00428140080639854	0.00443025974680073	0.0043510443702011	0.00416314224149909	0.00418749149670932	0.00436416242321755	0.00453336625027422	0.00453610844113345	0.00455916701864717	0.0045294626179159	0.00464805606416819	0.00463479492468007	0.00463406100365631	0.00476981330731261	0.00468330931956124	0.00476624842760512	0.00480949091316271	0.00480490676946984	0.00478061009323583	0.00485510226288848	0.00480178314058501	0.0047127246535649	0.0046327989393053	0.00458158066892139	0.00453248448592322	0.00453422804241316	0.00459540469981718	0.00471301816124314	0.00490491218153565	0.00488391435265082	0.00494298156563071	0.00495185000201097	0.00493885852047532	0.0049866757047532	0.00497094161535649	0.00493687328409506	0.00484347856599634	0.00479419607056673	0.00473670483875686	0.00483638321535649	0.00483564563550274	0.00485510942797075	0.00475621562595978	0.00472023428738574	0.00475275744533821	0.00468660352797075	0.00467906772723949	0.00470176538793419	0.00466962391462523	0.00477036540365631	0.00471157154606947	0.00468548761078611	0.00471454657605119	0.00474769507659963	0.00463931319597806	0.00452879243893967	0.00462557883126143	0.00470475003272395	0.00469408648928702	0.00450001343034735	0.0045091833909872	0.00455647124588665	0.00462613842431444	0.00459141759122486	0.00451950072285192	0.00452675088939671	0.00454220347568556	0.00451808128281536	0.00454353397513711	0.00463770848972578	0.00474324966778793	0.00477479174095064	EAC Tumor
0.00848430593967093	0.00839431873162706	0.00841261879780622	0.00833141409689214	0.00833335882120658	0.0084925618904936	0.00850887307879342	0.00856110155283364	0.00866725858537477	0.00869228362120658	0.00855092190402194	0.00845614416179159	0.00853318830255942	0.00857705398025594	0.00867861884808044	0.00879072704606947	0.00875923129012797	0.00866533920219378	0.00867550001937843	0.00864937177842779	0.0085782472142596	0.00856628291243144	0.00851635857404022	0.0086360153369287	0.00866112934095064	0.00871240776124315	0.00865005997989031	0.00868145390420475	0.00867626099561243	0.00865644851992687	0.00863288909835466	0.00861607374241316	0.00855728695338208	0.00867046972285192	0.00874334875100548	0.0087632059440585	0.00884786131279707	0.00895374216361974	0.0089263282559415	0.00910524130347349	0.00912936514040219	0.00902204373290676	0.00912192485630713	0.00913340160840951	0.00906597959908592	0.00911423934021938	0.00910238628299817	0.00911071144314442	0.00914884461206581	0.00906850869835466	0.00900378499104205	0.00905226153802559	0.00897793742577697	0.00894882615557587	0.00892522970347349	0.00893430864680073	0.00890489819341865	0.00884363287422303	0.00878446961773309	0.00883601856691042	0.00881973839232176	0.00876916128299817	0.00868370061243144	0.00865353710182815	0.00864700785374771	0.00863991553144424	0.00864480354570384	0.00867551084478976	0.0087283947190128	0.00873678234460695	0.00869625035429616	0.00881504353162706	0.00890909195429616	0.00909969199104205	0.0091474581904936	0.00923103314698355	0.00920574263784278	0.00915557731462523	0.00928012523180987	0.00924040110987203	0.00920780831956124	0.00904962784552102	0.0088998723345521	0.00883999388299817	0.00876602646691042	0.00874799762449726	0.00869721720255942	0.00863434800164534	0.00870160632925046	0.00867393446179159	0.00867161718080439	0.00870328895497258	0.00857014789177331	0.00862542698007313	0.00866404781992687	0.0085874206786106	0.00855051542394881	0.00849843501115174	0.00848493625703839	0.008502185888117	EAC Tumor
0.0136673902650823	0.0135188016369287	0.0133313669190128	0.0132567936325411	0.0132190862837294	0.0131173003190128	0.0131196039398537	0.0130602885261426	0.0129309680157221	0.0128811087897623	0.0128655502972578	0.0128336196946984	0.0129248946197441	0.0129455574149909	0.0128941765967093	0.0126885278042048	0.0126490877592322	0.0127164710294333	0.0126298726157221	0.0126967034700183	0.012696379776234	0.0125161858	0.012402972579159	0.0123465199063985	0.0122138027100548	0.0121205269581353	0.012209321678245	0.0123412049579525	0.0123690098318099	0.0122586986224863	0.0121676438394881	0.012086663914808	0.0120884347581353	0.0121049921846435	0.0120612503974406	0.0120501211608775	0.0120442649968921	0.0120895480572212	0.0121649073886654	0.012128371295064	0.0121480666332724	0.0122059308043876	0.0122345984170018	0.0121092973014625	0.0119416920564899	0.012099361766362	0.0121430127669104	0.0120327341053016	0.0120813010047532	0.0121003446601463	0.0121728338793601	0.0123145909085923	0.0122982471115174	0.0122920225345338	0.0122726405694698	0.012212513702925	0.0121540311550274	0.0121910820182815	0.0123305311137112	0.0122995720142596	0.0122273777177331	0.0123503107102377	0.0126020254731261	0.0126759561890311	0.0127588509963437	0.0128260904844607	0.0127927439404022	0.0127591338723949	0.0125891398058501	0.0126063403711152	0.0124393637080439	0.0122512674453382	0.0122438101904936	0.0121946126753199	0.0122551065672761	0.0123181108617916	0.0123845605528336	0.0124132187213894	0.0124398067601463	0.0124134176561243	0.0123985966160878	0.0123986036340037	0.0125156087978062	0.0125959931491773	0.012653199830713	0.0125751545590494	0.0124795553312614	0.0125443814528336	0.0127172517500914	0.0127135808007313	0.0128177550798903	0.0129111752413163	0.0129136940191956	0.0129187948835466	0.0129350414528336	0.0129678548826325	0.0129745584546618	0.0129515504734918	0.012960843333638	0.0129733374833638	EAC Tumor
0.0195574476957952	0.0195272592294333	0.019440528716819	0.0194408410367459	0.0194888207694698	0.0195225470009141	0.0195524173489945	0.0195742587378428	0.0196096963131627	0.0193724345025594	0.0192718181729433	0.0193075044872029	0.0193374100065814	0.0193592331826325	0.0192036491602742	0.0190749514802559	0.0190080474996344	0.0190574918325411	0.0190253700755027	0.0191031985096892	0.0192186235398537	0.0191934451990859	0.0190994776239488	0.0188789798603291	0.0188069546575868	0.0187615736468007	0.0186945038159049	0.0185663745703108	0.0185489351570384	0.0185438006943327	0.0185187537361974	0.0185711794592322	0.0186177227667276	0.0185219149561243	0.0186197589853748	0.0186205531201097	0.0186520653972578	0.0186495651677697	0.0186902377221207	0.0187797236177331	0.0187301010085923	0.0186739765853748	0.0187638099345521	0.0188555614859232	0.0189101717464351	0.0188889877658135	0.0188646239404022	0.0187293014822669	0.0186066679672761	0.0187321833160877	0.0187199592956124	0.0186726802155393	0.018624513679159	0.0187105083126143	0.0188204834517367	0.0188308184804388	0.0188236920676417	0.0189175173499086	0.01902023746234	0.0189851979685558	0.0188978639559415	0.0188188863155393	0.0189148886380256	0.0189579651813528	0.018950894285192	0.0189716173711152	0.0188807333945155	0.0188572545919561	0.0188265570829982	0.0188376877700183	0.018778712783181	0.0186864938466179	0.0185403966835466	0.0185491998442413	0.0185939986925046	0.0187033251500914	0.0188691390500914	0.0191013764213894	0.0191996678402194	0.0190725651778793	0.0190383617199269	0.0190159146630713	0.0190496705177331	0.0191016823427788	0.019073269671298	0.0190537458246801	0.0190152611191956	0.019051624135649	0.0191332980506399	0.0192228325667276	0.0193139570383912	0.0193858222700183	0.0193461602736746	0.0191737410402194	0.0191541696352834	0.0190267046113346	0.0189939963872029	0.0190852409744059	0.0192336915482633	0.019322027906947	ESCC Tumor
0.00578548714698355	0.00580283443436929	0.00588750079542962	0.00589179832915905	0.00588191196179159	0.00581067907001828	0.00581391768866545	0.00588698420987203	0.00601954267312614	0.00610500242321755	0.00602545233327239	0.00597711525502742	0.00596197440694698	0.0060156286678245	0.00594787298464351	0.00590119453513711	0.00587117238500914	0.00582491852961609	0.00575692505155393	0.0056480000142596	0.00563571947586837	0.00554068140822669	0.00551964610420475	0.00549520530731261	0.00559068064734918	0.00561126222705667	0.00558146115612431	0.00563129128281536	0.00578304882212066	0.00581684493034735	0.00580978060758684	0.00573140391096892	0.00580495681535649	0.00573532578775137	0.00565784758537477	0.00558588772723949	0.00551876684862888	0.0055672180738574	0.00567627593254113	0.00570622834076782	0.00570889677550274	0.0057132670213894	0.00558975962120658	0.0055885050369287	0.00559467851042047	0.00567026024486289	0.00569411534442413	0.00550827604844607	0.00553072560736746	0.00553761962489945	0.00554603463967093	0.00565221595137112	0.00571899944497258	0.00571577169031079	0.00566197115959781	0.00561054674137111	0.00552980926837294	0.00540895144113345	0.00538528631590494	0.00535762354204753	0.0052689936786106	0.00533533798117002	0.00536603226617916	0.00545458874003656	0.00542738888555759	0.00542242697769653	0.00540918786270567	0.00532879361279707	0.00541502331517367	0.00551592309341865	0.0055234398738574	0.00554379076248629	0.00558407519670932	0.00562459159616088	0.00556488883199269	0.00546323977367459	0.00552735704698355	0.00559934499031079	0.00567632811334552	0.00568075472669104	0.00575109529926874	0.00575481832760512	0.00570153498829982	0.00567384340493601	0.0057184049809872	0.00575944627294333	0.0058245242395064	0.00580679380036563	0.00576131469451554	0.00579052869177331	0.00573080918519196	0.0057435064250457	0.00574443231992687	0.00581400087035832	0.00578224377824497	0.00576028760018282	0.00590160589255941	0.00585271612833638	0.0059607999274223	0.00597734051755027	ESCC Tumor
0.00771024482230347	0.00764901512603291	0.00756030609360146	0.00753363686731261	0.00744985104411335	0.00734380479652651	0.0072584323849543	0.00728598208058501	0.00722492537444241	0.00708778242255941	0.00698860092700183	0.00694538817129799	0.00689811370899451	0.00685568374702011	0.00675408278263254	0.00669326927378428	0.00671957189937843	0.00655519972489945	0.00657086783897623	0.00678796511310786	0.00670788688872029	0.00662601692809872	0.00662357006274223	0.00654917686914077	0.00643367780517367	0.00634176857956124	0.00631440410473492	0.00620081406071298	0.00602276230031079	0.00604016933767824	0.00606783761363803	0.00598475424053016	0.00604700266431444	0.00609098212632541	0.0061648284433638	0.00621762021972578	0.00617104883585009	0.00611136915862888	0.00619193117937843	0.00617074478442413	0.00615415745888483	0.00612124488182815	0.00607337257477148	0.00607048761065813	0.00609552560232176	0.00606686269685558	0.00612579888824497	0.00614497116522852	0.00624244615031079	0.00628850640965265	0.00636230825972578	0.00645521710312614	0.00647958717005484	0.00654788112023766	0.00658504660652651	0.00658751215826325	0.00658116000254113	0.00655933086122486	0.00645128000290676	0.00636870487850091	0.00643782892146252	0.0064896435995064	0.00646660554895795	0.00642642543053016	0.00647680461992687	0.0065499350452468	0.00656117739641682	0.00659407332659963	0.00651181877310786	0.00655096645731261	0.00667842258204753	0.00675503423661792	0.00678546835063985	0.00676142303023766	0.00675486379458867	0.00678167120297989	0.0067518253664351	0.00670530479946984	0.00683823173031079	0.00682546530539305	0.0067909019828702	0.00681679413398537	0.00683556537460695	0.00681151314650823	0.00694126552508227	0.00701835074360146	0.00699830954577696	0.00704797797440585	0.00719233870299817	0.0072795137254479	0.00730529352711152	0.00737433551610603	0.00742796666764168	0.00740412425433272	0.00742389456221207	0.00756268308102377	0.00767970699310786	0.00770564221872029	0.00772289348987203	0.00763881377418647	ESCC Tumor
