FDR	deltaMethylation	Type
0.286608066400475	-0.0178942857142858	non-change
1.58391111520949	-0.0717942857142857	Down
0.151946313387495	0.0340828571428572	non-change
0.011706587490327	-0.00155714285714281	non-change
0.518169680450269	0.0406857142857143	non-change
0.517110013858246	0.0292514285714285	non-change
0.670220357729469	0.0743285714285714	non-change
0.156382796146817	0.01146	non-change
0.116572318273832	0.0121742857142857	non-change
0.285988489492776	0.0243285714285714	non-change
1.33311113716373	0.0788771428571429	Up
0.22598946415615	0.0254714285714285	non-change
0.0403447377154698	-0.00367714285714282	non-change
0.811746384172207	0.0505685714285714	non-change
1.16358393000623	0.0722171428571428	Up
1.48899462482705	0.102774285714286	Up
1.16358393000623	0.0988028571428572	Up
0.430206378703711	-0.0172114285714287	non-change
0.392976094120016	0.0516657142857142	non-change
1.68301410619076	0.138382857142857	Up
1.06257846864388	0.0994542857142857	Up
1.53878617914124	0.185857142857143	Up
1.58662429795167	0.152422857142857	Up
0.468936946236364	0.07268	non-change
1.12745083330047	0.0671114285714285	Up
1.14107799638828	0.0843857142857143	Up
0.0836817978968529	0.00941142857142863	non-change
1.16358393000623	0.109062857142857	Up
1.33918488108608	0.0604942857142856	Up
1.32005203025029	0.118385714285714	Up
0.0541912120506446	-0.00798857142857146	non-change
1.57067547104106	0.131214285714286	Up
1.20404460177572	0.0792542857142857	Up
0.311262773982497	0.0170771428571429	non-change
0.542858738021563	0.0338457142857144	non-change
1.43926953030857	0.237114285714286	Up
0.0607925559911811	0.00829714285714278	non-change
0.238868127411737	0.0181342857142858	non-change
0.036281887594274	0.01	non-change
0.339951631905554	0.0411628571428572	non-change
1.47042183830094	0.182725714285714	Up
0.594932142515505	0.100877142857143	non-change
0.977278398285252	0.0633142857142858	non-change
1.20410589747607	0.0765114285714286	Up
0.624688971101162	-0.0364685714285714	non-change
0.38070058422684	-0.0420114285714285	non-change
0.748435038022094	-0.0488	non-change
0.162505983944191	-0.0278171428571429	non-change
0.0548058284668203	0.00915142857142859	non-change
0.569191658687423	0.0430742857142857	non-change
0.326587446399435	-0.0537514285714286	non-change
1.32260507988804	0.103551428571429	Up
0.194666205987814	0.0151885714285714	non-change
0.947763520911752	0.07956	non-change
1.31632224702385	0.103048571428571	Up
0.517110013858246	0.0737942857142857	non-change
0.74152356726554	0.0375857142857143	non-change
1.02722258710688	0.06776	Up
1.49522240682583	0.10002	Up
1.34314126108637	0.0849485714285714	Up
1.3786161166046	0.0713771428571428	Up
1.15217632074357	0.0724542857142857	Up
0.380406499942573	0.04092	non-change
0.507005071596696	-0.0415800000000001	non-change
0.517427874081761	-0.0376257142857144	non-change
0.131337689515074	-0.03018	non-change
1.76605590590923	0.121308571428571	Up
0.0195003063094535	-0.00254285714285718	non-change
1.3786161166046	0.0456085714285714	Up
0.834738805915946	0.0686971428571429	non-change
0.0575586610688987	0.00895999999999997	non-change
1.00821170210739	0.0798371428571428	Up
0.640355783243369	0.05314	non-change
0.247701229989028	0.0267657142857143	non-change
1.0312728958552	0.108902857142857	Up
1.61260509581158	0.24878	Up
0.144265790099881	-0.0153742857142858	non-change
1.50498192047203	0.10764	Up
0.614562831456866	0.0352942857142857	non-change
0.480056033629038	-0.0361685714285714	non-change
0.481333524488328	0.0599942857142857	non-change
0.28763768848551	0.0257114285714286	non-change
0.144549705968038	0.0125171428571429	non-change
0.488944651675147	0.0318914285714286	non-change
0.170312146895749	-0.0217285714285714	non-change
0.168945760597257	0.0188714285714285	non-change
0.635014832669587	0.0536857142857142	non-change
0.41282041267272	0.0304657142857143	non-change
0.145434147472179	-0.0308085714285714	non-change
0.430206378703711	0.0420828571428571	non-change
0.16806638226128	-0.0180314285714286	non-change
0.299248949963006	0.0230057142857143	non-change
0.495515292539041	0.0389142857142858	non-change
1.30634161646153	0.0942171428571429	Up
0.440693051370295	0.0762057142857143	non-change
1.02873734674343	0.0488628571428571	Up
0.829934115358011	0.0978742857142857	non-change
0.198122038794204	0.0136485714285715	non-change
1.16358393000623	0.0878285714285715	Up
0.884240933641444	0.0527028571428572	non-change
0.403394600713963	0.0525828571428572	non-change
0.187688206012071	-0.0198542857142856	non-change
0.755033234616855	0.0558085714285714	non-change
0.575878384947154	-0.0508285714285714	non-change
0.0730854864056507	-0.00869428571428565	non-change
0.187688206012071	-0.0182	non-change
0.0393025562605177	-0.00355142857142865	non-change
0.855536051831388	-0.0535600000000001	non-change
0.0723018893885273	0.0210857142857143	non-change
0.415929547683183	0.0379314285714285	non-change
1.53878617914124	0.102691428571429	Up
0.000775722717768554	-0.00015142857142858	non-change
1.00594323857126	0.222714285714286	Up
1.31562036407087	-0.0851771428571428	Down
0.0983683711602968	0.0115657142857143	non-change
1.03265768866423	0.0384685714285714	Up
0.304527522288738	-0.0261428571428571	non-change
1.02767954924746	0.0754514285714286	Up
0.825336889377073	0.0494314285714286	non-change
0.0615949183588906	0.00579428571428564	non-change
0.238141689771197	0.0510514285714285	non-change
0.977278398285252	0.0726342857142858	non-change
1.16358393000623	0.0932657142857143	Up
1.28585212674793	0.0812657142857143	Up
0.902021801137613	0.0601628571428572	non-change
0.000775722717768554	0.000268571428571507	non-change
0.590234923218036	0.0538028571428572	non-change
1.47042183830094	0.0958142857142856	Up
0.906977856695307	0.107225714285714	non-change
1.50109388633202	0.143311428571429	Up
1.53878617914124	0.103837142857143	Up
1.34711443367204	0.0887514285714286	Up
0.832989905330693	0.0660114285714285	non-change
0.615205060109706	0.108822857142857	non-change
0.624748913273469	0.0543314285714286	non-change
0.445494810753947	0.0437714285714286	non-change
0.935654593214901	0.0794742857142857	non-change
1.19979734294115	0.0810342857142857	Up
0.74748678871587	0.0539028571428571	non-change
0.515930197372535	0.0298914285714286	non-change
0.262144624870629	0.0185685714285714	non-change
0.706826012864199	0.12392	non-change
1.1648079723456	0.05436	Up
0.19921977519172	0.0183257142857143	non-change
0.629816545913576	0.05086	non-change
0.293375305702511	0.0155857142857143	non-change
0.00215215166821926	0.000314285714285711	non-change
0.921507088750255	0.0573771428571428	non-change
1.61954669069237	0.175228571428571	Up
0.78550253840092	0.0548857142857143	non-change
0.818731323548164	0.0631371428571428	non-change
0.0415743905158398	-0.00486857142857144	non-change
