FDR	deltaMethylation	Type
0.125167457351755	-0.011552380952381	non-change
0.173480378312442	0.0159809523809523	non-change
0.263963692222446	0.0730916666666667	non-change
0.0441262729834045	-0.00398333333333334	non-change
0.000770872904138415	-0.000201190476190494	non-change
0.0763485692288412	-0.0193607142857143	non-change
0.125209150253563	0.0100380952380952	non-change
0.0643722753812642	-0.0199785714285714	non-change
0.0536980692371269	-0.0102321428571428	non-change
0.132666819767287	-0.00901666666666667	non-change
0.0113325445291003	0.00358690476190476	non-change
0.0174824281750809	-0.00645714285714283	non-change
0.1260170042814	-0.013625	non-change
0.0473841750260657	0.00482499999999997	non-change
0.295199641694099	0.0216821428571429	non-change
0.011852124523512	-0.00389404761904766	non-change
0.0981075124572763	-0.0193380952380953	non-change
0.269113286730438	0.0254666666666666	non-change
0.0591000384712115	-0.0122749999999999	non-change
0.0818377603168669	0.0281261904761905	non-change
0.245587618809444	0.0242642857142857	non-change
0.0914071980850867	0.0154869047619047	non-change
0.188803648864701	0.0380047619047619	non-change
0.0460906558205399	0.0128761904761905	non-change
0.0200159885181769	-0.00277619047619038	non-change
0.142728441691315	0.0214273809523809	non-change
0.0229087460520835	-0.00903452380952385	non-change
0.0942154475799576	-0.0147738095238095	non-change
0.181693952125321	0.0485702380952381	non-change
0.149712254544024	-0.0653809523809524	non-change
0.0663861319068526	0.00837619047619043	non-change
0.0596360532577418	0.0236547619047619	non-change
0.00211733925875599	0.000441666666666674	non-change
0.0914071980850867	-0.00965714285714281	non-change
0.101072294434659	-0.0256964285714285	non-change
0.266528871408823	0.0192857142857144	non-change
0.0861080474875617	0.0177166666666666	non-change
0.130706320696024	0.0130738095238095	non-change
0.11243844981404	0.0238440476190477	non-change
0.321649381327099	0.0246392857142856	non-change
0.320146435310356	0.0733595238095238	non-change
0.128239486482754	0.0158083333333333	non-change
0.0611464140587039	0.012327380952381	non-change
0.024230508665766	-0.00265000000000004	non-change
0.0611881749293383	0.0231226190476191	non-change
0.147613063953168	0.0310250000000001	non-change
0.672991379117258	-0.0763869047619048	non-change
0.21520877949268	0.0191369047619048	non-change
0.203031237824581	0.0825535714285714	non-change
0.0214264185508763	-0.00480357142857135	non-change
0.245587618809444	-0.0340630952380953	non-change
0.0491019192921509	-0.0095047619047619	non-change
0.0663861319068526	0.00901666666666667	non-change
0.096293664133037	-0.00877380952380946	non-change
0.195398122873979	0.0141607142857143	non-change
0.576065791891472	0.0488857142857143	non-change
0.174082053259261	0.01425	non-change
0.056841317735216	0.0165642857142858	non-change
0.0338208165139217	-0.00801190476190472	non-change
0.0234787836142143	-0.00881071428571423	non-change
0.345269299762029	-0.0269869047619048	non-change
0.0487764857035577	-0.0105297619047618	non-change
0.0680446290284404	0.0198714285714285	non-change
0.0142076732228286	0.00326071428571428	non-change
0.0492042106641934	0.012002380952381	non-change
0.167313363232329	0.0261047619047619	non-change
0.124528363156332	0.0205488095238096	non-change
0.647629409517854	0.0711166666666666	non-change
0.0773253940236951	0.0172535714285714	non-change
0.0819421989862858	0.0172059523809523	non-change
0.174082053259261	0.0243095238095238	non-change
0.377263437110045	0.032222619047619	non-change
0.244419165999516	-0.0379440476190477	non-change
0.168244644510483	0.0323190476190476	non-change
0.130827706409781	0.0140749999999999	non-change
0.05295532537497	0.0145345238095238	non-change
0.71910203266538	0.0919535714285714	non-change
0.539276013789686	0.0512773809523809	non-change
0.195353545667974	0.0182654761904762	non-change
0.0536980692371269	0.0214940476190476	non-change
0.095533621481409	-0.0212416666666666	non-change
0.0853392162967859	0.0228547619047619	non-change
0.051297849697342	0.0108785714285715	non-change
0.290717545124066	0.0482333333333334	non-change
0.0222888181654438	0.00674880952380952	non-change
0.0771272580895787	0.00560119047619057	non-change
0.150687718628765	-0.0309964285714286	non-change
0.0481805677853798	-0.012820238095238	non-change
0.0387304479693999	0.0111476190476191	non-change
0.078507343567072	0.0227404761904763	non-change
0.0212415371719475	0.00777738095238101	non-change
0.701938491410517	0.135436904761905	non-change
0.101072294434659	0.0108178571428571	non-change
0.0536980692371269	-0.00759285714285718	non-change
0.109921533372518	-0.0450083333333333	non-change
0.100612429855037	0.0412976190476191	non-change
0.0856868526232983	-0.007970238095238	non-change
0.078507343567072	-0.00926071428571429	non-change
0.0295883306765356	0.00975714285714291	non-change
0.0687184537387523	0.0205690476190477	non-change
0.191064984475422	0.0504297619047619	non-change
0.78604578683952	0.0560916666666667	non-change
0.386693525014868	0.049675	non-change
0.186105902724983	-0.0175107142857143	non-change
0.266446331860273	-0.0432928571428571	non-change
1.38105806122868	-0.151530952380952	Down
0.164160955217561	-0.0254749999999999	non-change
0.0120141416957164	0.00371904761904762	non-change
0.387918655552704	-0.0624726190476191	non-change
0.0100348667041851	0.00371190476190475	non-change
0.633397077435864	0.0967619047619048	non-change
0.130706320696024	0.0121880952380952	non-change
0.0185341258705929	-0.00312500000000004	non-change
0.075903367984436	0.020497619047619	non-change
0.0412859349468449	0.0100714285714285	non-change
0.0360799217297418	-0.00991547619047617	non-change
0.149712254544024	0.0499071428571428	non-change
0.019894505081796	0.00353214285714287	non-change
0.322744068896199	0.087172619047619	non-change
0.0992256270942928	-0.0122083333333333	non-change
0.23925785547582	0.0200535714285714	non-change
0.054337038727805	-0.0253988095238095	non-change
0.195185466883038	-0.0298511904761906	non-change
0.0328351917638544	-0.00545476190476191	non-change
0.0835055148044025	-0.0380059523809524	non-change
0.298822694504644	-0.0744464285714286	non-change
0.109067472495041	0.0143773809523809	non-change
0.0285939684544684	0.00804642857142857	non-change
0.0894671293283771	-0.0246416666666667	non-change
0.0382373343544843	0.00832500000000003	non-change
0.881228367361325	0.0803357142857143	non-change
0.118230304487862	0.0118214285714285	non-change
1.28428310111066	0.107221428571429	Up
1.40946735852438	0.131041666666667	Up
0.203031237824581	0.0195011904761906	non-change
0.167640882904457	0.0356321428571429	non-change
0.3619735517417	0.0244333333333333	non-change
0.185189793808899	0.0436940476190476	non-change
0.112674414312446	0.0112654761904761	non-change
0.135974815210486	0.0157464285714286	non-change
0.135974815210486	0.0320940476190477	non-change
0.191232724089895	0.0587416666666667	non-change
0.0663861319068526	-0.0175833333333333	non-change
0.0835055148044025	0.0221416666666666	non-change
0.00797510690288175	-0.00315952380952378	non-change
0.288590306887395	0.0332880952380953	non-change
0.319450799457697	-0.048142857142857	non-change
0.408613097279627	0.0400333333333334	non-change
0.418851612123067	0.0767107142857143	non-change
0.0251943788532038	0.00535833333333335	non-change
0.183227128338681	0.0176619047619048	non-change
0.222640652729932	0.0278321428571429	non-change
0.278541235141335	-0.0604119047619047	non-change
0.219135157550272	0.0233464285714285	non-change
0.124438471670408	0.0352559523809524	non-change
0.0729477486582158	0.0314535714285714	non-change
0.190917279637689	0.0392904761904761	non-change
0.0076114252977381	-0.00303809523809517	non-change
0.27391326104049	0.0434107142857143	non-change
0.357080497157133	0.0927083333333333	non-change
0.240375722211642	0.122845238095238	non-change
0.0859764311220345	0.00886309523809525	non-change
0.104281678745905	0.0465011904761904	non-change
0.0835055148044025	0.0090095238095238	non-change
0.129692816621269	0.0310642857142858	non-change
0.0163446001631455	0.00350357142857149	non-change
0.128136773383668	0.0256464285714286	non-change
0.290210349256903	0.0624821428571428	non-change
0.0412308261504435	0.0116107142857143	non-change
0.204035336274779	0.0585690476190476	non-change
0.06238204540013	0.00805119047619052	non-change
0.0835055148044025	-0.0216761904761905	non-change
0.050609984368426	0.00629642857142854	non-change
0.00464339855403554	-0.00177142857142859	non-change
