FDR	deltaMethylation	Type
1.22214655472125	0.0759952380952381	Up
0.683722890920354	0.0632464285714285	non-change
1.1761174726372	0.0486535714285714	Up
1.73831444972202	0.158678571428571	Up
0.832716753765005	0.0582226190476191	non-change
0.395418000210728	0.041254761904762	non-change
1.48347890614842	0.102192857142857	Up
2.26447610363813	0.216691666666667	Up
1.95318295914636	0.15705	Up
1.34679862388049	0.129261904761905	Up
1.47254878037838	0.108808333333333	Up
2.15243104719045	0.176302380952381	Up
1.99858918017721	0.15775	Up
1.88025122195232	0.128421428571429	Up
0.765148787277988	0.0837916666666666	non-change
1.44638682920614	0.105589285714286	Up
1.27552966579741	0.0609309523809524	Up
2.09628162220367	0.148207142857143	Up
0.518184153804594	0.0452130952380952	non-change
0.952083038211652	0.0815964285714286	non-change
2.25195690867738	0.151729761904762	Up
0.262294448247103	0.0250333333333334	non-change
0.908177349059861	0.0700035714285715	non-change
1.49108784072766	0.128569047619048	Up
2.09844628275994	0.175157142857143	Up
1.96094238246246	0.18317380952381	Up
1.82446041231354	0.158348809523809	Up
2.25195690867738	0.184260714285714	Up
2.28406745959454	0.192715476190476	Up
1.70056143493263	0.171971428571429	Up
2.06572377220302	0.171815476190476	Up
1.33540691238481	0.14045119047619	Up
1.7039809990916	0.148132142857143	Up
0.532191319924463	0.0558238095238095	non-change
2.09790297678338	0.183608333333333	Up
0.051973110549317	-0.0119523809523809	non-change
0.940211767934839	-0.144203571428571	non-change
1.38292444675215	0.096822619047619	Up
1.57146266614646	0.141644047619048	Up
2.01516896404801	0.154108333333333	Up
1.58499077510352	0.133275	Up
1.39074357476035	0.0985583333333333	Up
0.427589906560756	0.0597357142857143	non-change
2.51761055817202	0.219310714285714	Up
2.27234603360284	0.190910714285714	Up
2.07888600410849	0.185589285714286	Up
1.86977167254289	0.127902380952381	Up
1.84316105538605	0.112511904761905	Up
1.58567461893513	0.122067857142857	Up
0.498724742157533	0.0479630952380952	non-change
1.6737106373649	0.138214285714286	Up
1.00130419635264	0.117513095238095	Up
1.44638682920614	0.159872619047619	Up
0.889807397402233	0.0899916666666667	non-change
1.16784865704943	0.0944892857142857	Up
1.08506941954761	0.0990404761904762	Up
2.02683951228367	0.158494047619048	Up
0.818005057332059	0.0922535714285714	non-change
2.14916857412631	0.173501190476191	Up
0.372969586009615	0.0319309523809523	non-change
1.21677297180614	0.118983333333333	Up
0.502076511941133	0.0544607142857143	non-change
0.574836309320669	0.0652857142857143	non-change
0.537609800316048	0.0539559523809524	non-change
1.03359308494165	0.0977928571428572	Up
1.30004306013782	0.128877380952381	Up
1.09171836592753	0.111557142857143	Up
0.244528347371855	0.0365428571428571	non-change
0.281504292332635	0.0298714285714286	non-change
1.34675032368911	0.129438095238095	Up
1.80613545290829	0.136563095238095	Up
1.20190027914195	0.1462	Up
0.999327987444299	0.0838154761904761	non-change
2.40659049939915	0.195080952380952	Up
0.0777207458305526	0.00969047619047619	non-change
1.19835456067197	0.1106	Up
0.552900266117525	0.0572011904761905	non-change
1.87899651002069	0.109170238095238	Up
2.30967772903576	0.142491666666667	Up
1.79456945668169	0.15642619047619	Up
0.580232823644822	0.0560690476190475	non-change
0.393588389723316	0.0340214285714285	non-change
1.85448629880115	0.14035119047619	Up
2.00845283625055	0.139640476190476	Up
2.51761055817202	0.198308333333333	Up
2.51761055817202	0.163790476190476	Up
1.33064221583667	0.0936642857142856	Up
0.234710638129599	0.0272761904761905	non-change
1.05218117265503	0.0723428571428572	Up
0.597962868124899	0.0519285714285714	non-change
1.28335893439279	0.098972619047619	Up
0.866485912578915	0.0999226190476191	non-change
1.23744467128659	0.111607142857143	Up
1.39192841304193	0.126747619047619	Up
1.62876221900242	0.180848809523809	Up
2.4429545489832	0.202034523809524	Up
0.54388391292384	0.0731547619047619	non-change
1.0945233758495	0.111338095238095	Up
1.97495996114524	0.177322619047619	Up
1.29810041796973	0.127819047619048	Up
1.17967643338944	0.134455952380952	Up
0.557328259212243	0.0689000000000001	non-change
1.09247738746284	0.0987261904761905	Up
1.00592846161786	0.102895238095238	Up
1.59585818346539	0.141152380952381	Up
1.98829451161257	0.168902380952381	Up
0.930366637117643	0.0806190476190476	non-change
1.07670850992979	0.123360714285714	Up
0.280053699603061	0.0300011904761905	non-change
1.62209686681912	0.0989011904761904	Up
2.51761055817202	0.238240476190476	Up
2.64269030010953	0.277407142857143	Up
1.97460492226124	0.191077380952381	Up
2.49942409677046	0.208714285714286	Up
2.48510729710706	0.204552380952381	Up
0.844501657308262	0.0863690476190476	non-change
1.1915532534911	0.112860714285714	Up
0.859196614567286	0.101134523809524	non-change
1.27125202997731	0.123583333333333	Up
0.971940874342211	0.110872619047619	non-change
1.0684441493849	0.101384523809524	Up
1.45383722104661	0.147644047619048	Up
1.98446487444119	0.187746428571429	Up
1.12898237883172	0.105373809523809	Up
1.21677297180614	0.0896666666666667	Up
0.607852522442023	0.0654952380952381	non-change
1.39506832200187	0.136235714285714	Up
0.714352671010437	0.0735988095238095	non-change
1.05218117265503	0.0893214285714286	Up
1.40059778026104	0.143676190476191	Up
1.54892426525891	0.157248809523809	Up
1.93984168528294	0.190653571428571	Up
2.35516937778998	0.24027380952381	Up
1.04611575849607	0.108504761904762	Up
1.16435423799913	0.113146428571429	Up
1.56179903313425	0.155202380952381	Up
1.4874276606235	0.132336904761905	Up
0.770581565617163	0.101540476190476	non-change
1.16393466739693	0.11269880952381	Up
0.963337031449892	0.122936904761905	non-change
1.47840624336803	0.179828571428571	Up
1.09953965918014	0.0998511904761905	Up
1.41156949685847	0.113609523809524	Up
0.428063831983851	0.0566904761904762	non-change
1.75887470664663	0.153180952380952	Up
1.34815796824011	0.137476190476191	Up
0.793068756317964	0.0817642857142857	non-change
1.05529796903699	0.132794047619048	Up
1.38758339593157	0.12075	Up
1.30863773274192	0.104225	Up
1.41690918837965	0.136667857142857	Up
2.06572377220302	0.177761904761905	Up
1.99793899114647	0.160869047619048	Up
1.00073708170571	0.0870511904761905	Up
2.48510729710706	0.278759523809524	Up
0.637450137615619	0.0608547619047619	non-change
1.57785945779877	0.157664285714286	Up
1.25389190190314	0.126541666666667	Up
0.313100715656637	0.0305178571428572	non-change
1.97538271631548	0.167557142857143	Up
1.86977167254289	0.183415476190476	Up
2.06572377220302	0.175422619047619	Up
2.12611649326116	0.187770238095238	Up
0.50798201619057	0.0528345238095238	non-change
1.13320060293823	0.0933988095238095	Up
1.57888391414327	0.169495238095238	Up
1.94943588278147	0.187132142857143	Up
1.9769622185225	0.165807142857143	Up
2.08958981949891	0.16785	Up
1.91697886594034	0.156084523809524	Up
1.31395214121942	0.114946428571429	Up
1.73979618355076	0.132185714285714	Up
2.12077529693242	0.192108333333333	Up
2.23681282728046	0.239747619047619	Up
2.61325196434388	0.263422619047619	Up
2.09844628275994	0.185002380952381	Up
1.68220572493902	0.12515119047619	Up
1.84995413270922	0.15727619047619	Up
2.32267078736077	0.235110714285714	Up
1.97538271631548	0.174173809523809	Up
1.84138845435125	0.148241666666667	Up
1.56179903313425	0.124045238095238	Up
0.275116840670127	0.0413202380952381	non-change
1.64436928227415	0.178694047619048	Up
1.65642521728456	0.168620238095238	Up
0.966501363814572	0.105167857142857	non-change
1.7817018100706	0.137185714285714	Up
1.00794537417019	0.103403571428571	Up
0.523044417787935	-0.0555892857142857	non-change
0.435777047888794	-0.0424369047619048	non-change
1.0487295697892	0.101436904761905	Up
0.0183535156677072	-0.00283214285714289	non-change
0.671342546704067	0.0707821428571429	non-change
0.456676190785476	0.0616880952380953	non-change
1.16533971429437	0.0859416666666666	Up
1.19364426224776	0.10512619047619	Up
0.895296701838193	0.0945178571428571	non-change
1.31091322905548	0.108995238095238	Up
1.50634974108483	0.163115476190476	Up
0.225028987419638	0.0213857142857143	non-change
1.39891904587161	0.082052380952381	Up
2.01698854808055	0.178570238095238	Up
0.69522263614742	0.0778928571428571	non-change
0.0210325177599951	0.00322142857142854	non-change
2.10753176247652	0.182346428571429	Up
1.20917365280204	0.103896428571429	Up
0.19276418405848	0.0269619047619047	non-change
0.269063735832608	0.0323821428571428	non-change
1.32904225735946	0.110435714285714	Up
1.12545956259178	0.125191666666667	Up
0.663756538182383	0.0517095238095239	non-change
0.698231740073662	0.0801428571428571	non-change
