SampleName	ESCC_specificPMDs	EAC_specificPMDs	SharedPMDs	SharedHMDs	Type
200550940020_R04C01	0.707140113458424	0.687056941445228	0.635311843244584	0.691989251122674	EAC_Tumor
200550940020_R05C01	0.640834071527215	0.608512982030924	0.580661695515394	0.67424227947164	EAC_Tumor
200550940020_R05C01	0.640834071527215	0.608512982030924	0.580661695515394	0.67424227947164	EAC_Tumor
200550940022_R03C01	0.611906799720719	0.505968171058273	0.474858434503728	0.650821667302688	EAC_Tumor
200550940022_R03C01	0.611906799720719	0.505968171058273	0.474858434503728	0.650821667302688	EAC_Tumor
200550940022_R04C01	0.699004722325506	0.69327279454933	0.672924212253963	0.692544281152186	ESCC_Normal
200550940022_R06C01	0.541245811853442	0.363133781412602	0.312859990175095	0.635871611771141	EAC_Tumor
200550940022_R07C01	0.579234116042043	0.471681486937733	0.361693547927602	0.661947031760228	EAC_Tumor
200550940030_R01C01	0.684250955129912	0.678418584074935	0.655966116458822	0.675987373288562	ESCC_Normal
200550940030_R02C01	0.667391943670811	0.534987436479864	0.473425442481616	0.666617654728456	EAC_Tumor
200550940030_R06C01	0.659648737778653	0.511290619700787	0.452238348222442	0.684319181906984	EAC_Tumor
200550940049_R05C01	0.549942128829227	0.341449196084374	0.2700766625826	0.625230453437685	EAC_Tumor
200550940049_R08C01	0.695724891098433	0.646222797703746	0.594551500587107	0.674519451590218	ESCC_Normal
200550980022_R01C01	0.677830306576611	0.647065017006895	0.611430248139353	0.686726624886124	ESCC_Normal
200550980022_R03C01	0.602739804006661	0.451543849323351	0.274594678962771	0.626139704369543	EAC_Tumor
200550980022_R08C01	0.643980650986361	0.492968174464011	0.415560773438376	0.671239130535881	EAC_Tumor
200550980023_R01C01	0.679670815791874	0.674855751845547	0.658826641840102	0.673656189818532	ESCC_Normal
200550980023_R02C01	0.630167052301854	0.539142605635062	0.468631537304066	0.669032233161366	EAC_Tumor
200550980023_R04C01	0.66283202630737	0.636568861494118	0.592220407352277	0.686644266264993	EAC_Tumor
200550980023_R06C01	0.594019349023486	0.411011294958403	0.339567670598552	0.642167736144172	EAC_Tumor
200550980024_R01C01	0.596467437388101	0.457586891507697	0.383271477734516	0.603440792639128	EAC_Tumor
200550980024_R02C01	0.593485975992734	0.395092420229394	0.374852714517115	0.621815778628003	EAC_Tumor
200550980024_R07C01	0.533803198186423	0.457853815621063	0.359411641834209	0.595603049949965	EAC_Tumor
200550980024_R08C01	0.620650848445506	0.661356454890307	0.596710719212666	0.676038689329815	ESCC_Normal
200550980038_R01C01	0.643620382501536	0.573365693702671	0.534671681223812	0.688256590548747	EAC_Tumor
200550980038_R03C01	0.61479972583641	0.623618679347858	0.570212190030988	0.6748795893448	EAC_Tumor
200550980038_R07C01	0.661169137886587	0.572184243749564	0.539307106925528	0.683581630879195	EAC_Tumor
200550980063_R03C01	0.700623070237921	0.678040779861753	0.641875937697777	0.693311997472492	ESCC_Normal
200550980063_R04C01	0.670463571093995	0.656862183762894	0.642745297496263	0.653608467728854	ESCC_Normal
200550980063_R05C01	0.659783208783514	0.627813071044607	0.577262816604858	0.67901737272269	EAC_Tumor
200550980063_R06C01	0.688708888737385	0.679351770286157	0.654494586286461	0.688326044118966	ESCC_Normal
200550980063_R07C01	0.604033019630581	0.483687652780766	0.432542076479749	0.656888965585381	EAC_Tumor
200550980071_R03C01	0.625592608948428	0.550696814756984	0.491055795173924	0.658144371389037	EAC_Tumor
200550980071_R05C01	0.695691726063378	0.696851349912059	0.674747025110406	0.689099667021128	ESCC_Normal
200550980080_R02C01	0.703984212126921	0.678106243365776	0.640786529935752	0.689087224906871	ESCC_Normal
200550980080_R05C01	0.626765891934108	0.532655867026926	0.458679877239153	0.641987546752128	EAC_Tumor
200550980080_R07C01	0.692350364712168	0.684035664679553	0.655340048486161	0.689985231849738	EAC_Tumor
200550980080_R08C01	0.669005736907257	0.652111739103575	0.643774651958612	0.649379041534726	ESCC_Normal
200550980081_R03C01	0.70382156993715	0.679292009617019	0.685823607209287	0.675496378977096	ESCC_Normal
200550980081_R04C01	0.612652340444549	0.326143503697619	0.286377847236003	0.662707898167789	EAC_Tumor
200550980081_R06C01	0.682365810986137	0.637098511089271	0.590767884365221	0.668848633539148	ESCC_Normal
200550980081_R07C01	0.67652294819487	0.61807481257244	0.554030383855023	0.690250956067503	EAC_Tumor
200550980082_R01C01	0.613502464902568	0.513945096188665	0.456884831939945	0.643568226088948	EAC_Tumor
200550980082_R03C01	0.637290566275358	0.562631387124814	0.514285964984756	0.682273884448552	EAC_Tumor
200550980082_R05C01	0.665636485008977	0.622670320924487	0.550533483090695	0.7012258422938	EAC_Tumor
200550980082_R07C01	0.626992897643202	0.509477844877842	0.469408757756044	0.673121834491567	EAC_Tumor
200550980084_R03C01	0.640607992390209	0.598081318390861	0.568191585828308	0.676046689807573	EAC_Tumor
200550980084_R06C01	0.667031462628895	0.475815907599319	0.393140364224339	0.662836261208335	EAC_Tumor
200550980084_R07C01	0.710865758172877	0.67966284998031	0.64333579776113	0.690317855614349	ESCC_Normal
200603220050_R02C01	0.713057414871858	0.614083779227783	0.578442143609496	0.70095235643818	EAC_Tumor
200603220050_R07C01	0.696976956841123	0.669817801759792	0.640728879100448	0.682938998583965	ESCC_Normal
200925700137_R01C01	0.622288179158069	0.604411640304741	0.500603256944219	0.655115031158904	EAC_Tumor
200925700137_R02C01	0.633893744661409	0.635683158939458	0.580259218084301	0.682121754945791	EAC_Tumor
200925700137_R05C01	0.593925604348775	0.458799658104066	0.422121819834118	0.640533599674177	EAC_Tumor
200925700137_R06C01	0.605912088346745	0.509229016814069	0.39723053501686	0.640841472781281	EAC_Tumor
200925700137_R08C01	0.573261568149882	0.482086748235195	0.430467313010242	0.657187814663086	EAC_Tumor
200925700198_R01C01	0.696562660726261	0.653066589464333	0.587822337580286	0.713820018715498	EAC_Tumor
200925700198_R03C01	0.587611030183024	0.605669182934706	0.486874900176354	0.680771411634771	EAC_Tumor
200925700198_R04C01	0.619002916183394	0.537221613484176	0.532367217996542	0.679335867147504	EAC_Tumor
200925700198_R05C01	0.564305864204012	0.419170336731119	0.376698446440648	0.599065471858149	EAC_Tumor
200925700198_R07C01	0.689403572803706	0.581314282134474	0.485670572047058	0.707986266206238	EAC_Tumor
200925700198_R08C01	0.604294339182378	0.422588557034922	0.337135062680483	0.653690947733523	EAC_Tumor
200928190019_R01C01	0.603914102037112	0.489004984633467	0.390089716888268	0.654732505643161	EAC_Tumor
200928190019_R02C01	0.559140021696354	0.368247706369613	0.293239838824315	0.622638412249999	EAC_Tumor
200928190019_R04C01	0.669973963865753	0.679310070263479	0.633298140456312	0.683988513730642	EAC_Tumor
200928190019_R06C01	0.676474462771261	0.661154416927764	0.658382191623406	0.670783235515876	ESCC_Normal
200928190019_R07C01	0.431249753498166	0.279382076715724	0.2121864736341	0.513812278866676	EAC_Tumor
200928190095_R02C01	0.619946171085666	0.511215803206777	0.389019308273786	0.670295491782785	EAC_Tumor
200928190095_R08C01	0.572167945530155	0.443189304563282	0.419933847866033	0.585588289931555	EAC_Tumor
200928190097_R01C01	0.610822145196579	0.663531085099812	0.587059725176406	0.679867384970503	ESCC_Normal
200928190097_R02C01	0.685454050849004	0.554705671783779	0.497159894293538	0.701988621643605	EAC_Tumor
200928190097_R03C01	0.659817017400354	0.63371877216749	0.582995320254603	0.695074648079596	EAC_Tumor
200928190097_R05C01	0.677084600693306	0.650787111600216	0.59796142104749	0.692016169263257	ESCC_Normal
200928190097_R06C01	0.634593362135015	0.603517610408962	0.548430150785256	0.678492806927674	EAC_Tumor
200928190097_R07C01	0.525577522035721	0.473230803915448	0.44172960416501	0.615752330991218	EAC_Tumor
200928190100_R02C01	0.610838963554382	0.542820912343069	0.436771111532209	0.666734230280284	EAC_Tumor
200928190100_R03C01	0.657250141071702	0.640545768695557	0.563911970870633	0.7112871722889	EAC_Tumor
200928190100_R05C01	0.620408139168825	0.434038515313518	0.355917869861012	0.692602115902184	EAC_Tumor
200928190100_R06C01	0.64469552349665	0.681197149226772	0.637642090812057	0.690005217340069	EAC_Tumor
200928190100_R07C01	0.451057519144918	0.334514494408147	0.273281235422949	0.546634209837934	EAC_Tumor
200928190116_R01C01	0.651595122142117	0.510086841258754	0.445336727707371	0.693839688517793	EAC_Tumor
200928190116_R03C01	0.591067398950115	0.470021175478706	0.372978945667926	0.685923513697745	EAC_Tumor
200928190116_R04C01	0.617951286339618	0.569747800457797	0.516563222343372	0.679222456162397	EAC_Tumor
200928190116_R04C01	0.617951286339618	0.569747800457797	0.516563222343372	0.679222456162397	EAC_Tumor
200928190116_R05C01	0.61742473695862	0.605599433654757	0.535517236313936	0.693353122146245	EAC_Tumor
200928190116_R07C01	0.640520635858852	0.634832821130491	0.58561833372937	0.67297670400167	EAC_Tumor
200928190116_R08C01	0.613508108785808	0.614826068936996	0.560979637525132	0.682475483435886	EAC_Tumor
200928190175_R04C01	0.57073331045667	0.516952415183422	0.439888862265894	0.638310784974263	EAC_Tumor
200928190175_R06C01	0.669025803934892	0.655216367134753	0.59173850759028	0.696408916365095	EAC_Tumor
200928190175_R07C01	0.68847770626672	0.665156167424853	0.633956540421031	0.682420884620316	ESCC_Normal
200928190175_R08C01	0.617349841143984	0.473898618998838	0.431265895066164	0.651426230369411	EAC_Tumor
200928190209_R01C01	0.627599156658625	0.506965337077702	0.398761912571996	0.692590904544295	EAC_Tumor
200928190209_R02C01	0.637446777713011	0.438519059553585	0.344644077025387	0.653818119855546	EAC_Tumor
200928190209_R04C01	0.604787444238508	0.561631649783149	0.492243561835372	0.664268672383257	EAC_Tumor
200928190209_R05C01	0.642758376626907	0.613081995677501	0.54418037419184	0.698179145790991	EAC_Tumor
200928190209_R06C01	0.63798156345746	0.406428178829489	0.334369416003341	0.689246953771675	EAC_Tumor
200928190209_R08C01	0.599943068884077	0.569794843860691	0.5330932329245	0.679509502028125	EAC_Tumor
200930770127_R01C01	0.689378497472747	0.662128504702743	0.621181393881108	0.706124433417862	EAC_Tumor
200930770127_R03C01	0.587572728920646	0.584126408557687	0.477494866750542	0.638130815497947	EAC_Tumor
200930770127_R04C01	0.625120762568748	0.658735634396425	0.603394519445653	0.667727944394828	ESCC_Normal
200930770127_R05C01	0.564620507574362	0.447508978992109	0.392036616999973	0.612764662186463	EAC_Tumor
200930770127_R06C01	0.596195418992799	0.506973744221116	0.436926964771122	0.667292913064294	EAC_Tumor
200930770127_R08C01	0.599917681878667	0.497032573020445	0.436130625786499	0.648840120689064	EAC_Tumor
200930770135_R02C01	0.672884400184013	0.666573952286913	0.59953175458073	0.697912310690016	EAC_Tumor
200930770135_R03C01	0.637481952340355	0.55602371728729	0.519006185881009	0.674258979400358	EAC_Tumor
200930770135_R04C01	0.718998455273221	0.675791836400285	0.655303115998004	0.729381054496696	EAC_Tumor
200930770135_R06C01	0.655079465019841	0.664617887047157	0.633940702664762	0.67615424521266	EAC_Tumor
200930770135_R07C01	0.540190947476585	0.421884506793248	0.38343788457838	0.630577242858751	EAC_Tumor
200930770135_R08C01	0.631275882250765	0.563536997715432	0.516116246177442	0.669938567738071	EAC_Tumor
200930770147_R01C01	0.656898689606473	0.626083448794955	0.592488022715714	0.69216269665512	EAC_Tumor
200930770147_R02C01	0.617668881591411	0.596517757360126	0.508234672034849	0.657951156977801	EAC_Tumor
200930770147_R04C01	0.573671438171622	0.559689945210889	0.511806648809703	0.620381984403555	EAC_Tumor
200930770147_R05C01	0.608831033492499	0.584728889220183	0.462618386610862	0.648414832427998	EAC_Tumor
200930770147_R06C01	0.556470208257925	0.469819477656243	0.363966093051178	0.633019959640079	EAC_Tumor
200930770147_R08C01	0.593414010970575	0.464365383131308	0.43170344312689	0.643779348670332	EAC_Tumor
200930770163_R01C01	0.674399199220116	0.642358799211122	0.5887043287962	0.715063807040768	EAC_Tumor
200930770163_R02C01	0.682338872924468	0.599018355588604	0.540751254584697	0.704473343599873	EAC_Tumor
200930770163_R04C01	0.633051761931639	0.574123595225595	0.48024300023373	0.672872022887903	EAC_Tumor
200930770163_R06C01	0.46429486567979	0.307096215138808	0.273632974411236	0.531553593530025	EAC_Tumor
200930770163_R07C01	0.635896578126605	0.490676008650544	0.450878070534224	0.687756247419154	EAC_Tumor
200930770164_R02C01	0.574335071619774	0.550541052156495	0.501162969610337	0.682288721627329	EAC_Tumor
200930770164_R03C01	0.571575051629997	0.489102810537741	0.40334567721748	0.624957141564513	EAC_Tumor
200930770164_R05C01	0.599822576811734	0.489785505270698	0.471903939126324	0.637946995373004	EAC_Tumor
200930770164_R06C01	0.619976535671083	0.520512284334885	0.474834940755489	0.662453987583653	EAC_Tumor
200930770164_R07C01	0.647192952216937	0.490507532721956	0.403897464395815	0.690424355121789	EAC_Tumor
200930770164_R08C01	0.552777089587759	0.59586263310819	0.540944853988248	0.578687509382648	EAC_Tumor
200930770201_R02C01	0.617466024937728	0.432432832828878	0.390795855574561	0.648666030046937	EAC_Tumor
200930770201_R03C01	0.587889255705366	0.398613765684612	0.341356032176127	0.622669913065778	EAC_Tumor
200930770201_R04C01	0.660838469624504	0.642416628498141	0.612621611230617	0.660906468283491	EAC_Tumor
200930770201_R06C01	0.662310751560211	0.634548242792147	0.608002234068776	0.698309553916368	EAC_Tumor
200930770201_R08C01	0.589238408680477	0.542263797226807	0.470178598796839	0.645847825687643	EAC_Tumor
200930770218_R01C01	0.615197817595796	0.562332778931952	0.47279003235498	0.675689845214428	EAC_Tumor
200930770218_R02C01	0.695658984351367	0.679245648310802	0.641482617326672	0.691838934547906	ESCC_Normal
200930770218_R03C01	0.614480139515173	0.588107807049818	0.519012894318249	0.652445290992272	EAC_Tumor
200930770218_R04C01	0.603147384697102	0.563507799522112	0.487035807096303	0.638441596123251	EAC_Tumor
200930770218_R05C01	0.626248272068669	0.441946113940483	0.391035993190198	0.664607478148991	EAC_Tumor
200930770218_R06C01	0.59781115293363	0.529792036454368	0.470946267731841	0.659104905933918	EAC_Tumor
200930770218_R07C01	0.555848102434024	0.342095116989352	0.311445360937365	0.628038959234659	EAC_Tumor
200930770218_R08C01	0.600609985167599	0.601240374151105	0.531737598264406	0.65506485800234	EAC_Tumor
200930770233_R01C01	0.611233906713282	0.451947852638801	0.395903052313091	0.667633857913152	EAC_Tumor
200930770233_R02C01	0.622512933398694	0.403280309016297	0.357050612859449	0.656355526792762	EAC_Tumor
200930770233_R03C01	0.74309343928047	0.72408314915718	0.700330332696796	0.725490892985162	ESCC_Normal
200930770233_R04C01	0.678451806370704	0.543546739209718	0.486464864928363	0.717297376485987	EAC_Tumor
200930770233_R05C01	0.576627385713278	0.546360647682321	0.54819953332767	0.59691032966998	EAC_Tumor
200930770233_R06C01	0.562573311088793	0.58510578171976	0.511859662811175	0.67884919682385	EAC_Tumor
200930770233_R07C01	0.598899175814394	0.588302114388323	0.532197680179765	0.663464685732827	EAC_Tumor
200930770234_R01C01	0.563419845964841	0.490252687959585	0.449266895128971	0.62733157552126	EAC_Tumor
200930770234_R03C01	0.675026420764763	0.586375110965885	0.523112579725105	0.695190823877967	EAC_Tumor
200930770234_R04C01	0.645378180059229	0.603899463636809	0.514280222821101	0.674794005133112	EAC_Tumor
200930770234_R05C01	0.560281237514073	0.560295120690923	0.500076009990344	0.61350790059185	EAC_Tumor
200930770234_R06C01	0.685615624507147	0.653704397453625	0.614603857442183	0.688020918957161	ESCC_Normal
200930770234_R07C01	0.640226425089373	0.602038703838904	0.547699647975479	0.681349001999484	EAC_Tumor
200930770234_R08C01	0.608509579648502	0.553049474383922	0.510124240289919	0.640174675453098	EAC_Tumor
200932680093_R01C01	0.498133406693369	0.434013394309602	0.373794238036457	0.640537139234374	EAC_Tumor
200932680093_R03C01	0.594408517616603	0.477517082867078	0.428261464959696	0.68010181616532	EAC_Tumor
200932680093_R04C01	0.63623611157671	0.611396321341815	0.486455418944755	0.720741779977202	EAC_Tumor
200932680093_R05C01	0.633736367071619	0.488905785643579	0.411509833867286	0.685425130892696	EAC_Tumor
200932680093_R06C01	0.512795336075065	0.398495501531857	0.346939628071967	0.694463920878041	EAC_Tumor
200932680093_R08C01	0.702139149308132	0.615410086301313	0.511895983916279	0.724654569926102	EAC_Tumor
200934330007_R01C01	0.6086016080709	0.669067022264989	0.584584603833011	0.709657478785477	EAC_Tumor
200934330007_R02C01	0.750049020631408	0.738771665706439	0.710223736530733	0.749191172343457	EAC_Tumor
200934330007_R03C01	0.585217470995366	0.454556813016297	0.43466054857271	0.631876879152682	EAC_Tumor
200934330007_R04C01	0.571868286312387	0.45465441228819	0.354012850868224	0.617953692865711	EAC_Tumor
200934330007_R05C01	0.650309619004759	0.648399036119172	0.56739770631532	0.686837888430202	EAC_Tumor
200934330007_R07C01	0.583240991020808	0.539710390890827	0.456276666201572	0.712315027415068	EAC_Tumor
201004220055_R01C01	0.627027165156994	0.493129659088096	0.425872101464407	0.683189571615593	EAC_Tumor
201004220055_R02C01	0.573490900946368	0.499012575460577	0.464859208355497	0.621226268500177	EAC_Tumor
201004220055_R03C01	0.565239513900496	0.465094905697982	0.381908593777929	0.641911257272822	EAC_Tumor
201004220055_R04C01	0.545140281160782	0.320800484073172	0.212641472276156	0.578999650178442	EAC_Tumor
201004220055_R06C01	0.486034955350093	0.401141921561826	0.350862677940663	0.553872619655981	EAC_Tumor
201004220055_R07C01	0.66260893759039	0.649492462272082	0.562137612922391	0.670724371308679	EAC_Tumor
201004220055_R08C01	0.638152739579295	0.645461315505266	0.610637767747301	0.657262294716164	ESCC_Normal
201004220056_R01C01	0.684763901862037	0.645226944454499	0.560326726963354	0.692956621379431	EAC_Tumor
201004220056_R02C01	0.642609096340997	0.624322727778732	0.543614724536582	0.690580293715935	EAC_Tumor
201004220056_R03C01	0.554030829528332	0.494373370915519	0.393837033791216	0.670240224600022	EAC_Tumor
201004220056_R05C01	0.651817826899519	0.58350797755814	0.524894764909624	0.710569924802041	EAC_Tumor
201004220056_R06C01	0.644326682300588	0.480646731933494	0.399369175335852	0.677632644571879	EAC_Tumor
201004220056_R08C01	0.411980767840658	0.265885089441633	0.253380167287843	0.477989209914728	EAC_Tumor
201004220084_R01C01	0.581534844502735	0.42460826690886	0.348322117068554	0.609977424622745	EAC_Tumor
201004220084_R02C01	0.628442812312482	0.586156151943951	0.547422880506027	0.66017031731391	EAC_Tumor
201004220084_R04C01	0.671561491127708	0.61473774229276	0.557238709692175	0.689676892262525	EAC_Tumor
201004220084_R05C01	0.623930393082458	0.532024787001181	0.482706306314576	0.664381840482247	EAC_Tumor
201004220084_R06C01	0.635432994977979	0.480341773462979	0.356945824471822	0.675259995060091	EAC_Tumor
201004220084_R07C01	0.702938738817321	0.703717859249598	0.676677359445285	0.717418436043498	EAC_Tumor
201004220178_R01C01	0.592094301285287	0.585146865239846	0.521535603381579	0.693331519022582	EAC_Tumor
201004220178_R02C01	0.653649331153867	0.594735407584909	0.50352053631997	0.678623706021872	EAC_Tumor
201004220178_R02C01	0.653649331153867	0.594735407584909	0.50352053631997	0.678623706021872	EAC_Tumor
201004220178_R03C01	0.677632743262008	0.660348463285814	0.619478896655614	0.68946776764843	EAC_Tumor
201004220178_R05C01	0.669205484060615	0.672891461316714	0.64189663479433	0.679805519865228	EAC_Tumor
201004220178_R07C01	0.600997441636697	0.50217217247054	0.41693124333923	0.651488721882489	EAC_Tumor
201004220178_R08C01	0.602060287862139	0.546035221869914	0.493314006611284	0.679160526879646	EAC_Tumor
201004220184_R02C01	0.625692892088245	0.604473317383119	0.531899125880808	0.671259166172625	EAC_Tumor
201004220184_R03C01	0.527134016989971	0.331042604442674	0.289729171020978	0.600857904705931	EAC_Tumor
201004220184_R05C01	0.64830124247135	0.647348303218998	0.611382527895635	0.69390022121609	EAC_Tumor
201004220184_R06C01	0.603799098310206	0.631660072697699	0.567281925953919	0.658427257737033	EAC_Tumor
201004220184_R07C01	0.633786334451182	0.577833295924591	0.459791192746009	0.686655794143974	EAC_Tumor
201004220184_R08C01	0.549727019786778	0.420997799404453	0.346731121125344	0.624136790709356	EAC_Tumor
201004220206_R01C01	0.580802023705919	0.506742171375579	0.442637124236667	0.61579655648	EAC_Tumor
201004220206_R02C01	0.699951019479633	0.687509383369756	0.654255065659642	0.699718060811589	ESCC_Normal
201004220206_R03C01	0.690472261035589	0.668918211372218	0.608760268336603	0.723805988564171	EAC_Tumor
201004220206_R04C01	0.635968689148785	0.537792413780034	0.417742085938529	0.688653139416558	EAC_Tumor
201004220206_R05C01	0.660149858443733	0.662309544365849	0.615737824985889	0.683489794977351	EAC_Tumor
201004220206_R06C01	0.666725370039965	0.670588153884261	0.654454270382685	0.67707125395644	ESCC_Normal
201004220206_R07C01	0.590671381944611	0.528950691886626	0.411059532067604	0.612556756785249	EAC_Tumor
201004220206_R08C01	0.591259994954025	0.430594953120064	0.372049837461783	0.639630703205049	EAC_Tumor
202897370041_R02C01	0.584467653421143	0.441501336333727	0.404367808746827	0.656383475629445	EAC_Tumor
202897370041_R06C01	0.685341338326743	0.671602024413288	0.634336506363406	0.710057429849553	EAC_Tumor
202897370041_R07C01	0.582517371769266	0.598750945730122	0.540234524207194	0.620718556421754	EAC_Tumor
202900540070_R01C01	0.558758910384635	0.439981544951486	0.326857342399752	0.636972197058194	EAC_Tumor
202900540070_R03C01	0.681680656040853	0.587248823210602	0.520455596201581	0.724014208874239	EAC_Tumor
202900540070_R07C01	0.584404405009481	0.51964126840316	0.411520049486132	0.645015314570477	EAC_Tumor
202900540071_R01C01	0.605287997886021	0.488067138826355	0.423607204947023	0.658546291203786	EAC_Tumor
202900540071_R04C01	0.596567418856884	0.503697079219953	0.430211305228226	0.629566714433575	EAC_Tumor
202900540071_R05C01	0.566280874239967	0.322072018628006	0.257717836543313	0.638792217874947	EAC_Tumor
202900540071_R07C01	0.513715296034559	0.41356730270706	0.394269781512471	0.61868236948861	EAC_Tumor
202900540071_R08C01	0.63718525243399	0.633817683416468	0.586488146146592	0.679933900278518	EAC_Tumor
202900540072_R02C01	0.569290298533225	0.452606787296273	0.400068090209113	0.616559036178829	EAC_Tumor
202900540072_R05C01	0.631129139608129	0.532141237848135	0.470204215154336	0.674702355220404	EAC_Tumor
202900540072_R06C01	0.149765181115783	0.117280992486167	0.103753174343957	0.15790604290877	EAC_Tumor
202900540072_R08C01	0.58728951407813	0.595356713939899	0.501246301802661	0.6558723012356	EAC_Tumor
202908540202_R01C01	0.650733112417092	0.533280005287953	0.497375077659836	0.687459708922434	EAC_Tumor
202908540202_R04C01	0.571764271967271	0.381655919535653	0.327153095642964	0.634055268822141	EAC_Tumor
202908540250_R02C01	0.579321085597869	0.538232632686881	0.505748470781871	0.660076880921863	EAC_Tumor
202908540250_R03C01	0.57067636341259	0.390999729772711	0.281243163400085	0.674052659499857	EAC_Tumor
202908540250_R06C01	0.569915650250124	0.369834007638993	0.309207132316255	0.622649486301982	EAC_Tumor
202908540250_R07C01	0.558095253216951	0.348661585669135	0.307193088218336	0.669083795181722	EAC_Tumor
202908540252_R01C01	0.656405312210797	0.563155981380356	0.461751192962433	0.704424862265243	EAC_Tumor
202908540252_R03C01	0.635135291404084	0.49788021700975	0.44532613749784	0.683368335520274	EAC_Tumor
202908540252_R04C01	0.541378110680214	0.536956275023588	0.484411107192417	0.605885626604743	EAC_Tumor
202908540252_R05C01	0.482790821179652	0.465553513868293	0.390379107969873	0.643905785642214	EAC_Tumor
202908540252_R08C01	0.636107211433334	0.575918486759904	0.525093360506812	0.682161390910076	EAC_Tumor
202908540265_R01C01	0.613511812750301	0.511905383958869	0.49232742187305	0.665804967344744	EAC_Tumor
202908540265_R02C01	0.488565978519588	0.311981655530514	0.29010962711266	0.572217808610529	EAC_Tumor
202908540265_R04C01	0.587446717003834	0.432533791714773	0.394756649224555	0.63917486168314	EAC_Tumor
202908540265_R06C01	0.61649630978911	0.525543499630385	0.45250412712339	0.650471423981361	EAC_Tumor
202908540265_R08C01	0.614343874684901	0.537886840489932	0.42047797559483	0.659330063162357	EAC_Tumor
202908540315_R02C01	0.631645103184529	0.548693918520723	0.462286513403241	0.656950961589077	EAC_Tumor
202908540315_R03C01	0.643690663190186	0.561815774587221	0.468983362840308	0.671865898934169	EAC_Tumor
202908540315_R06C01	0.588247335271978	0.47307740892718	0.404664994299991	0.64099599277589	EAC_Tumor
202908540315_R07C01	0.645702505040535	0.54796785534826	0.46787816987571	0.687274175759447	EAC_Tumor
202908540315_R08C01	0.63059820701308	0.55396207270423	0.465532740966075	0.686686857468492	EAC_Tumor
202908540322_R01C01	0.657156067118839	0.583954265973421	0.519289896750106	0.683264417901068	EAC_Tumor
202908540322_R02C01	0.726312330786003	0.73265843093037	0.716453741801358	0.736317381034271	EAC_Tumor
202908540322_R03C01	0.633032921493299	0.53635151778976	0.467247874174973	0.672463837964855	EAC_Tumor
202908540322_R07C01	0.642996042271118	0.593700064077582	0.454546811994196	0.655307133477704	EAC_Tumor
202908540326_R01C01	0.61787235725673	0.535460990143749	0.504284565582737	0.65969418878872	EAC_Tumor
202908540326_R04C01	0.681925554487157	0.642395613068041	0.614783271299783	0.705119810681182	EAC_Tumor
202908540326_R08C01	0.635073479933072	0.606098381884905	0.472382307755481	0.674677539853396	EAC_Tumor
202908540327_R02C01	0.623855321048206	0.552213353089178	0.515766112653289	0.677232733871741	EAC_Tumor
