sample	cancerType	delta	label	Postion	Tick
TCGA-AD-6889	COAD	0.690062046593975	Pan-GI	22502.7777777778	22350
TCGA-NH-A50U	COAD	0.700430530996694	Pan-GI	22509.7222222222	22350
TCGA-NH-A50V	COAD	0.703460236956547	Pan-GI	22516.6666666667	22350
TCGA-AA-A01X	COAD	0.717246583276428	Pan-GI	22523.6111111111	22350
TCGA-AY-A8YK	COAD	0.744575197067275	Pan-GI	22530.5555555556	22350
TCGA-QG-A5YX	COAD	0.758875510538274	Pan-GI	22537.5	22350
TCGA-AA-A01D	COAD	0.763323741681802	Pan-GI	22544.4444444444	22350
TCGA-AA-A024	COAD	0.765204704106887	Pan-GI	22551.3888888889	22350
TCGA-NH-A8F7	COAD	0.767289637196601	Pan-GI	22558.3333333333	22350
TCGA-AA-A01S	COAD	0.780066056226928	Pan-GI	22565.2777777778	22350
TCGA-AY-A69D	COAD	0.787747488879296	Pan-GI	22572.2222222222	22350
TCGA-AA-A00J	COAD	0.826396761074186	Pan-GI	22579.1666666667	22350
TCGA-A6-A56B	COAD	0.842981077043067	Pan-GI	22586.1111111111	22350
TCGA-AA-A02E	COAD	0.859213355163603	Pan-GI	22593.0555555556	22350
TCGA-AY-A71X	COAD	0.956294970250893	Pan-GI	22600	22350
