Sample	hypoEAC	hypoESCC	Type	Source
GSM2150693	0.675724961985626	0.362594414417937	squamous	GSE81334
GSM2150694	0.673701887806718	0.514634765285022	squamous	GSE81334
GSM2150695	0.661926529800222	0.51678038060982	squamous	GSE81334
GSM2150696	0.649176598168423	0.292384939043337	squamous	GSE81334
GSM2150697	0.666753093580114	0.471307203979052	squamous	GSE81334
GSM2150698	0.478320460203266	0.597802953661752	squamous	GSE81334
GSM2150699	0.694705566313379	0.519848462583742	squamous	GSE81334
GSM2150700	0.69581141377842	0.603460746912956	squamous	GSE81334
GSM2150701	0.703984623495999	0.393336130038389	squamous	GSE81334
GSM2150702	0.693619946191395	0.432846063215644	squamous	GSE81334
GSM2150703	0.697547206311445	0.426259662410549	squamous	GSE81334
GSM2150704	0.700621640265355	0.506450312223385	squamous	GSE81334
GSM2150705	0.710929558568938	0.291554010013524	squamous	GSE81334
GSM2150706	0.68370054976011	0.347293070552721	squamous	GSE81334
GSM2150707	0.684150136150905	0.358651048288689	squamous	GSE81334
GSM2150708	0.690432529513451	0.334183616742877	squamous	GSE81334
GSM2150709	0.675454130397292	0.33786562291824	squamous	GSE81334
GSM2150710	0.734437203348733	0.368264527486086	squamous	GSE81334
GSM2150711	0.681099660489156	0.331330856299681	squamous	GSE81334
GSM2150712	0.684811802721497	0.402487833937951	squamous	GSE81334
GSM2150713	0.708958466257587	0.327737944268197	squamous	GSE81334
GSM2150714	0.713614976026244	0.329511193673615	squamous	GSE81334
GSM2150715	0.721206842374315	0.34894215994235	squamous	GSE81334
GSM2150716	0.687666985044074	0.356078510339184	squamous	GSE81334
GSM2150717	0.699372894348761	0.328507799032584	squamous	GSE81334
GSM2150718	0.677271200414871	0.344398668101788	squamous	GSE81334
GSM2150719	0.71488594050367	0.34662046817188	squamous	GSE81334
GSM2150720	0.689412030823295	0.357250416917582	squamous	GSE81334
GSM2150721	0.694143849352578	0.340497457933216	squamous	GSE81334
GSM2150722	0.676308924579806	0.311471201424209	squamous	GSE81334
GSM2150723	0.710161496698198	0.363682508465799	squamous	GSE81334
GSM2150724	0.717404631985415	0.410949413565368	squamous	GSE81334
GSM2150725	0.674476587774119	0.33161358576756	squamous	GSE81334
GSM2150726	0.686136391450236	0.316021915302955	squamous	GSE81334
GSM2150727	0.681615373179928	0.318085393456617	squamous	GSE81334
GSM2150728	0.663758648701478	0.294041034324978	squamous	GSE81334
GSM2150729	0.69727063425906	0.364025253038319	squamous	GSE81334
GSM2150730	0.676030286136811	0.32204809542831	squamous	GSE81334
GSM2150731	0.713971240959835	0.300057192440184	squamous	GSE81334
GSM2150732	0.705417968238172	0.387109289608932	squamous	GSE81334
GSM2150733	0.706922615501542	0.325457890944434	squamous	GSE81334
GSM2150734	0.700603421046222	0.333990619599316	squamous	GSE81334
GSM2150735	0.654832689725874	0.250260943304151	squamous	GSE81334
GSM2150736	0.511965204155988	0.558846726822047	squamous	GSE81334
GSM2150737	0.553534373353583	0.363683628964838	squamous	GSE81334
GSM2150738	0.606131326523701	0.222349530422936	squamous	GSE81334
GSM2150739	0.630781081564233	0.284946077529194	squamous	GSE81334
GSM2150740	0.653378694838187	0.277485278735832	squamous	GSE81334
GSM2150741	0.650976250292504	0.24907840255904	squamous	GSE81334
GSM2150742	0.628328263847172	0.532266022910804	squamous	GSE81334
