FDR	deltaMethylation	Type
4.14285463455468	0.417998412698413	Up
4.12189008507332	0.377711904761905	Up
2.58627344761582	0.273138773329845	Up
4.34219002910119	0.38648566893424	Up
3.70759941311465	0.205132719263951	Up
3.21828316952622	0.265572369912877	Up
4.51864796312017	0.213874880067974	Up
3.85911367313292	0.133663410663411	Up
4.51643901385315	0.370639655344655	Up
5.05041807944112	0.27544244532144	Up
4.48014898953619	0.313545944531659	Up
5.93506659358584	0.441091836734694	Up
4.31661599765964	0.301209926777729	Up
3.89042907360017	0.303005318491033	Up
4.41849810117984	0.388798691749427	Up
3.43617510137949	0.382347217068646	Up
4.14660480860927	0.436901559392988	Up
4.8129708829904	0.244203495034377	Up
3.57252905832041	0.0941583333333333	Up
3.67012350153248	0.337732106782107	Up
3.46276535334612	0.416837301587302	Up
1.65181125389498	0.201530647923505	Up
3.73924288304311	0.337720768307323	Up
4.20249234575227	0.238932477175335	Up
4.33089699473442	0.265175396825397	Up
3.62078401391035	0.281703552892142	Up
1.5603322878092	0.198811766917293	Up
4.0946755147856	0.155437806122449	Up
3.00407753379461	0.273119883040936	Up
4.14285463455468	0.239386349206349	Up
3.89299706408113	0.183126031746032	Up
3.9182970020998	0.301409538131042	Up
4.80532875774	0.33808	Up
4.38801527252023	0.329750216450216	Up
1.14792410568034	0.107719863945578	Up
2.94914715616129	0.197343578643579	Up
4.06638575654385	0.212540271944133	Up
3.80919245427302	0.204403982683983	Up
4.82182913064626	0.370614285714286	Up
2.17123810347455	0.218338795093795	Up
3.22346949321449	0.395376916099773	Up
1.41103294148152	0.326117006802721	Up
1.47791647976054	0.125658283313325	Up
3.73313734386733	0.137529391150478	Up
2.20963282369988	0.389480555555555	Up
1.61526831584569	0.0855995355065009	Up
3.70565514475902	0.269149540517962	Up
4.07860266500025	0.329309183673469	Up
3.58497199008042	0.235987301587302	Up
3.39151612910441	0.318086771323914	Up
3.75304442279209	0.398173296227582	Up
3.79909063497867	0.323216825396825	Up
3.12373459212845	0.309522148645006	Up
3.8246710059836	0.298486284413287	Up
